"x"	"y"	"z"	"id"	"BHD"	"h"	"crownLength"	"crownArea"	"crownVolume"	"crownDiameter"	"tile"	"scanID"
2,566307585	-13,98716028	-4,586	1647	7,60003992	8,6	0	0	0	0	"tile_8_14"	2
13,65529443	-98,47255171	-51,146	1648	38,91093096	33,73	23,08	22,6	44,8	5,7	"tile_9_9"	1
9,609538323	-73,64157503	-35,347	1649	25,30221935	25,48	9,88	6,5	6,2	3,2	"tile_9_11"	2
13,97676127	-82,18891818	-39,13	1650	24,27763636	23,1	16,05	13,8	27,2	4,7	"tile_9_10"	1
-2,105295581	-102,9501037	-57,038	1651	41,70483721	30,9	26,15	34,6	65,9	6,9	"tile_8_9"	1
35,671552	-66,6829419	-31,558	1652	26,33165714	26,49	17,04	22,2	43,2	5,5	"tile_10_11"	2
22,91797714	-38,15367029	-16,91	1653	33,36784762	22,85	18,4	9,8	19,6	3,8	"tile_9_12"	2
14,80277333	-15,24569306	-6,937	1654	34,83069388	5,95	0	0	0	0	"tile_9_14"	1
14,56642593	-15,0536678	-6,111	1655	13,94494915	24,94	0	0	0	0	"tile_9_14"	2
19,89449691	-22,83764246	-9,672	1656	23,72525835	22,88	0	0	0	0	"tile_9_13"	2
26,56542076	-41,70379015	-19,475	1657	20,08977273	21,7	13	5,7	9,1	2,8	"tile_10_12"	1
29,28458885	-66,47338249	-30,317	1658	18,53076636	23,2	13,5	5	8	2,7	"tile_10_11"	1
27,22202187	-64,7592374	-29,745	1659	23,62195122	26,55	11,85	10	22	3,9	"tile_10_11"	2
10,38172533	-10,494148	-3,804	1660	40,23813333	24,43	0	0	0	0	"tile_9_14"	1
27,51110895	-45,65793543	-21,696	1661	29,43306667	25,79	13,54	20,7	34,4	5,4	"tile_10_12"	2
30,73420507	-76,94713536	-33,469	1662	34,23034783	26,73	18,18	8,1	14,7	3,6	"tile_10_10"	2
20,7812381	-33,06782667	-15,262	1663	20,58190476	27,19	6,94	15,6	18,6	4,8	"tile_9_13"	1
19,20261622	-25,808916	-10,393	1664	21,64507027	23,5	0	0	0	0	"tile_9_13"	1
30,418185	-79,411355	-34,159	1665	20,062	25,85	0	0	0	0	"tile_10_10"	2
34,12550236	-70,93960837	-32,126	1666	21,09692806	0,88	0	0	0	0	"tile_10_11"	2
30,62867061	-46,07173007	-22,608	1667	5,553156463	3,29	0	0	0	0	"tile_10_12"	2
35,08413514	-62,93958897	-30,058	1668	29,73928649	24,01	0	0	0	0	"tile_10_11"	1
35,14107971	-64,972042	-30,9	1669	37,54468571	26,71	16,01	17,9	41	5,3	"tile_10_11"	2
16,30058075	-12,3078775	-6,746	1670	27,3833	26,35	17,25	12,9	29	4,4	"tile_9_14"	2
39,88632184	-72,41835222	-33,181	1671	30,31314595	25,78	15,03	17,4	38,2	4,9	"tile_10_11"	2
21,83645467	-32,532928	-15,134	1672	29,7608	8,45	0	0	0	0	"tile_9_13"	1
10,53069714	-7,582721143	-1,239	1673	17,88598095	13,75	0	0	0	0	"tile_9_14"	1
19,2059036	-20,59450783	-8,704	1674	13,23232298	16,21	0	0	0	0	"tile_9_13"	2
11,53265916	-78,75476152	-37,718	1675	26,16412966	24,96	20,76	13,8	36	4,6	"tile_9_10"	1
6,030458242	-58,47603098	-27,861	1676	29,22132179	28,69	19,24	23,2	43,4	5,7	"tile_9_11"	1
24,42461803	-36,31664508	-17,388	1677	23,66931571	27,4	18,25	15	24,6	4,8	"tile_10_12"	1
8,977413678	-102,3282437	-54,036	1678	20,32388506	24,1	11,95	10,7	24,4	3,9	"tile_9_9"	1
9,580699086	-104,7608146	-55,421	1679	31,15031986	30,8	19,55	19	42,6	5,2	"tile_9_9"	1
13,00713	-105,1580587	-54,605	1680	25,7652	24,32	12,32	15,1	30,6	4,6	"tile_9_9"	1
13,08020267	-9,885830667	-4,871	1681	31,40853333	25,26	0	0	0	0	"tile_9_14"	2
28,43263867	-31,6633037	-15,991	1682	28,3412043	24,89	20,49	15,7	34,5	4,9	"tile_10_13"	2
28,89010077	-35,39081738	-16,991	1683	29,94537634	26,97	20,67	28,4	52,5	6,4	"tile_10_13"	2
24,31738229	-30,49469543	-15,166	1684	28,12177143	21,48	0	0	0	0	"tile_10_13"	2
46,65266746	-75,84229613	-37,631	1685	35,41357869	29,04	17,59	17	35,8	4,9	"tile_11_11"	2
22,41728455	-25,95697415	-11,221	1686	22,03619512	24,07	16,92	9,7	16,5	3,9	"tile_9_13"	1
21,8727725	-33,1648051	-15,081	1687	9,476104712	25,97	9,22	17	15,3	5	"tile_9_13"	1
22,3322468	-24,2595812	-11,033	1688	32,83504	23,36	9,81	23,6	26,9	5,9	"tile_9_13"	2
2,271745942	-100,4380058	-54,38	1689	33,16593568	28,45	22,6	21,9	36,8	5,7	"tile_8_9"	1
2,918489828	-51,65545543	-24,356	1690	32	26,21	18,96	29,2	70	6,3	"tile_8_12"	1
3,722690536	-94,01616304	-50,258	1691	36,39721429	28,32	14,52	26,8	42,4	6,2	"tile_8_10"	1
23,6912358	-21,1999861	-10,675	1692	15,60184397	23,18	13,13	37,9	42,8	7,5	"tile_9_13"	1
40,49885562	-65,26827054	-32,949	1693	23,76080941	26,73	4,98	8,1	9,9	3,9	"tile_10_11"	1
-18,45130614	-68,7751109	-41,368	1694	24,11133662	23,56	0	0	0	0	"tile_7_11"	1
18,59984486	-97,66065886	-49,076	1695	31,37365714	26,83	15,28	33	59,4	6,9	"tile_9_9"	1
60,55325692	-105,2283463	-50,666	1696	33,19703607	24,7	11,55	13,4	22,4	4,4	"tile_11_9"	2
27,99387059	-45,65029584	-21,908	1697	4,987167568	3,36	0	0	0	0	"tile_10_12"	2
62,38084324	-106,1176052	-51,046	1698	40,09937297	28,42	23,07	26,6	61,2	6,1	"tile_11_9"	2
62,45482702	-105,677469	-51,036	1699	15,46836721	14,76	10,86	8,8	21,2	3,6	"tile_11_9"	2
35,03183379	-82,81677081	-36,045	1700	15,25252174	24,55	18,8	6,8	6,1	3,4	"tile_10_10"	2
41,65090374	-119,8047234	-55,565	1701	37,18237419	29,27	22,17	33,8	71	6,9	"tile_10_8"	1
35,29375839	-41,20944112	-23,301	1702	35,17768944	26,46	0	0	0	0	"tile_10_12"	1
27,33989429	32,53827452	1,505	1703	41,23733333	26,88	24,13	56,8	142,8	9,1	"tile_10_16"	3
57,38524738	-107,8115929	-50,34	1704	42,1126867	29,61	24,91	41,5	79,4	7,7	"tile_11_9"	1
39,45044682	-55,43465686	-27,947	1705	15,47515305	23,83	13,73	24,3	43,7	5,9	"tile_10_12"	2
16,95334449	-15,91047336	-8,13	1706	22,55806337	26,3	25,3	22	53,5	5,7	"tile_9_13"	2
31,34026508	-47,00168633	-23,003	1707	8,06	1,46	0	0	0	0	"tile_10_12"	2
33,64721225	-36,0697936	-21,135	1708	29,60333333	26,82	0	0	0	0	"tile_10_12"	1
32,89731422	-43,56413864	-23,081	1709	18,85119303	23,66	0	0	0	0	"tile_10_12"	2
26,814084	-41,319544	-19,137	1710	8,3552	2,27	0	0	0	0	"tile_10_12"	2
47,9953161	-75,86071151	-38,45	1711	29,684	26,96	10,81	10,4	19,1	4	"tile_11_11"	2
34,72706839	-36,52086161	-21,947	1712	29,98475	19,07	8,97	15,4	32,5	4,8	"tile_10_12"	2
-11,49041075	-13,23377889	-5,221	1713	40,49015981	26,72	0	0	0	0	"tile_8_14"	2
33,38063132	-36,47089817	-21,307	1714	4,982653659	3,31	0	0	0	0	"tile_10_12"	2
39,64664728	-55,12486611	-28,06	1715	26,16094024	23,87	13,67	28,4	48,9	6,5	"tile_10_12"	1
36,97377196	-46,34667125	-25,083	1716	42,78064286	29,81	23,96	36,1	82,6	7,1	"tile_10_12"	2
27,11485824	-21,18401931	-11,898	1717	26,9225043	27,47	0	0	0	0	"tile_10_13"	1
17,53969	-12,99636	-7,804	1718	29,1176	19,65	18,65	19,8	49,4	5,3	"tile_9_14"	2
37,54255533	-41,466544	-23,567	1719	27,69773333	24,17	0	0	0	0	"tile_10_12"	2
25,07687633	-7,036636463	-9,045	1720	28,50873469	23,2	0	0	0	0	"tile_10_14"	2
22,14435103	-15,10840823	-9,26	1721	17,05085654	27,1	0	0	0	0	"tile_9_14"	1
19,62069838	-2,900517622	-6,325	1722	28,91472432	24,95	22,1	20,5	48,2	5,5	"tile_9_14"	2
22,93561562	-0,071362286	-6,873	1723	30,25192381	18,34	0	0	0	0	"tile_9_14"	2
18,78082933	-1,046049333	-5,002	1724	41,90213333	24,26	19,26	27,2	60	6,4	"tile_9_14"	2
19,93842888	0,05363102	-5,414	1725	25,25465306	26,26	20,81	15,5	19,9	5	"tile_9_14"	2
41,72877955	-30,61896761	-22,488	1726	23,73880597	16,2	8,65	3	2,5	2,4	"tile_10_13"	2
24,15441324	7,457614419	-5,56	1727	37,14995264	17,26	12,01	13,2	27,4	4,5	"tile_10_15"	2
28,8967259	-21,29256067	-14,102	1728	13,06674772	18,79	14,49	13,3	29,4	4,4	"tile_10_13"	2
21,07831228	-81,9326611	-36,269	1729	17,48624589	21,33	0	0	0	0	"tile_9_10"	1
27,96583592	-3,238813469	-9,505	1730	27	25,52	12,52	21,2	31,3	5,7	"tile_10_14"	2
35,43285733	-117,0583347	-55,442	1731	35,16213333	33,47	0	0	0	0	"tile_10_8"	2
15,65680614	-92,21654364	-45,948	1732	33	28,14	17,49	25,2	44,9	5,9	"tile_9_10"	1
25,47288372	-0,752904745	-8,399	1733	23,13458394	25,53	20,93	15,2	30,7	5	"tile_10_14"	2
27,85763647	5,177502356	-7,492	1734	30,3783338	24,82	21,32	16,1	30,4	4,7	"tile_10_15"	2
62,12416533	-109,8971813	-52,544	1735	29,26346667	27,46	20,36	13,5	20,4	4,4	"tile_11_9"	1
47,18783429	-56,8911881	-33,371	1736	38,70857143	27,62	16,57	35,6	91,4	7,1	"tile_11_11"	2
72,01390667	-96,04720933	-52,49	1737	30	29,26	14,06	26,5	42,9	6,2	"tile_12_9"	2
39,4806444	-84,51803216	-37,933	1738	27,372128	26,33	15,73	14,9	29,4	4,5	"tile_10_10"	1
41,33371236	-29,79824483	-21,756	1739	26,71982022	21,34	12,49	23,1	49,6	5,6	"tile_10_13"	2
40,60466248	-60,06820019	-32,125	1740	41,98140952	27,39	0	0	0	0	"tile_10_11"	1
31,77326619	-82,22153524	-36,121	1741	18,41704762	26,88	22,63	23,1	44	5,7	"tile_10_10"	2
28,84961938	-20,76870683	-12,889	1742	7,619229814	6,5	2,65	3,8	2,5	2,6	"tile_10_13"	1
31,67365171	19,53575971	-5,591	1743	36,438	28,88	23,13	16,6	45	5,1	"tile_10_15"	2
30,31270674	-21,15283247	-14,683	1744	15,25851685	11	0	0	0	0	"tile_10_13"	2
19,66701921	7,969988362	-2,18	1745	36,80289266	25,3	0	0	0	0	"tile_9_15"	1
73,23099296	-76,01319133	-48,536	1746	21,14250644	24,61	0	0	0	0	"tile_12_10"	2
77,58039156	-81,46828206	-50,862	1747	26,09604255	26,18	16,78	14,4	21,6	4,6	"tile_12_10"	2
21,3013621	4,835954667	-4,59	1748	29,02948571	25,01	20,26	27,7	51,2	6,3	"tile_9_15"	2
84,38964735	-68,2454173	-50,698	1749	47,58603243	34,27	28,97	30,6	44,5	6,5	"tile_13_11"	2
120,5650966	-56,55192057	-68,183	1750	47,45497143	29,12	21,82	21,6	39,2	5,8	"tile_14_11"	2
124,9806991	-61,68370474	-72,993	1751	42,63941053	28,47	0	0	0	0	"tile_15_11"	2
115,4854269	-55,04683381	-63,788	1752	7,079	4,54	3,04	4,1	4,2	2,9	"tile_14_12"	2
134,3058508	-69,65341981	-81,006	1753	42,53276012	42,22	0	0	0	0	"tile_15_11"	3
158,4487067	7,073402708	-64,654	1754	30,54766667	21,37	0	0	0	0	"tile_16_15"	3
131,8824263	22,02578216	-58,702	1755	16,47596078	20,98	16,43	28,8	59,4	9,6	"tile_15_15"	3
134,4684695	20,36811828	-60,425	1756	10,20880383	19,08	0	0	0	0	"tile_15_15"	3
131,9314117	-68,65359263	-79,916	1757	13,52526316	15,63	11,48	14,9	36,3	4,7	"tile_15_11"	2
128,33738	-39,4994	-69,741	1758	21,852	38,31	0	0	0	0	"tile_15_12"	3
142,8606028	-53,04470876	-79,263	1759	52,26825509	33,64	0	0	0	0	"tile_15_12"	3
125,5325454	-57,81379019	-73,04	1760	13,22151724	43,75	27,45	93,7	130,9	12,1	"tile_15_11"	3
117,7907371	-78,08460662	-69,604	1761	18,70337662	21,26	15,06	13,1	24,4	4,3	"tile_14_10"	2
113,3363084	-69,82146133	-64,549	1762	52,3032381	29,17	22,12	25,9	34,7	6,8	"tile_14_11"	2
128,4890564	-76,52113888	-78,242	1763	24,48605607	37,36	0	0	0	0	"tile_15_10"	2
118,2723986	-58,66715714	-67,164	1764	31,90533333	36,42	32,77	19,7	55,9	5,5	"tile_14_11"	2
111,6435218	-61,56187566	-61,659	1765	55,44901205	33,3	0	0	0	0	"tile_14_11"	2
123,9067139	-38,5491697	-65,776	1766	22,74443114	32,26	19,16	14,7	17,7	5	"tile_15_12"	2
122,0381	-68,03183867	-71,239	1767	22,18533333	18,41	15,11	28,3	58,4	6,2	"tile_14_11"	2
118,7700304	-55,44197682	-65,919	1768	45,36302146	36,63	29,63	42,1	81,4	7,7	"tile_14_12"	2
108,1738125	-67,40611672	-60,29	1769	13,47737705	19,94	8,09	5,9	8,6	3,1	"tile_14_11"	2
130,8899226	-69,11564788	-79,251	1770	69,41187483	32,37	0	0	0	0	"tile_15_11"	2
103,9420434	-88,01072754	-63,562	1771	38,68577049	27,48	18,43	26,6	49,2	6,2	"tile_14_10"	2
111,7533203	-50,22297944	-59,471	1772	30,85261075	30,55	22,5	13	30	4,2	"tile_14_12"	2
105,9597607	-62,55952641	-57,711	1773	40,35436028	35,42	17,77	25,5	40,4	6	"tile_14_11"	2
109,0701043	-75,72956835	-62,71	1774	39,53000675	28,82	25,67	26,4	61,3	6,1	"tile_14_11"	2
135,7647686	-67,49079118	-81,277	1775	39,15798758	35,49	0	0	0	0	"tile_15_11"	3
136,0595961	-68,89459475	-82,319	1776	9,758623656	12,47	0	0	0	0	"tile_15_11"	2
117,756904	-83,50149067	-71,558	1777	50,73706667	30,8	23,05	35	80,5	7,1	"tile_14_10"	2
146,0311758	-69,88161863	-82,8	1778	13,526775	11,29	0	0	0	0	"tile_16_11"	2
120,3320621	-40,41462438	-63,352	1779	31,84305479	29,76	18,56	38,6	67,2	7,4	"tile_14_12"	2
112,1621757	-82,26786783	-66,932	1780	41,59068323	37,02	30,82	26,4	45,2	6,1	"tile_14_10"	2
112,4501057	-81,38972958	-66,66	1781	15,36447059	33,56	26,96	15	25,5	4,6	"tile_14_10"	2
122,5253391	-68,19213324	-71,805	1782	4,434952577	8,72	0	0	0	0	"tile_14_11"	2
122,675582	-66,327854	-71,891	1783	6,678	5,62	0	0	0	0	"tile_14_11"	2
123,3293101	-67,450496	-73,181	1784	4,195314286	8,8	1,45	4,6	2,1	4,6	"tile_14_11"	2
131,1651409	-75,27923257	-80,277	1785	67,01234286	33,47	0	0	0	0	"tile_15_11"	2
117,2848119	-46,20865443	-62,376	1786	31,78931429	29,46	23,26	28,5	65,5	6,8	"tile_14_12"	2
108,8521752	-85,33844152	-66,363	1787	45,41586667	34,41	0	0	0	0	"tile_14_10"	2
113,4550368	-90,12093825	-72,37	1788	55,61823901	35,89	0	0	0	0	"tile_14_10"	2
115,0468122	-84,06544762	-70,536	1789	36,65184762	32,34	24,59	16	27,7	5,2	"tile_14_10"	2
116,953764	-86,95082533	-73,121	1790	33,2104	31,85	25,25	21,6	50,4	5,6	"tile_14_10"	2
132,8247171	-103,9197663	-85,998	1791	44,8603156	33,42	0	0	0	0	"tile_15_9"	2
109,3002244	-47,55324086	-56,755	1792	33,9927382	32,38	19,23	23,6	60,4	6	"tile_14_12"	2
113,9327295	-45,01930325	-59,318	1793	25,18178333	30,68	16,33	20,8	48,4	5,4	"tile_14_12"	2
135,826366	-83,44235217	-84,137	1794	21,23619565	4,28	0	0	0	0	"tile_15_10"	3
111,6982106	-47,19559751	-58,332	1795	18,96562319	28,41	10,56	8,7	18,7	3,6	"tile_14_12"	2
90,98157286	-126,01151	-69,878	1796	39,83847619	31,12	19,02	29,2	54,1	6,5	"tile_13_8"	2
90,23413653	-119,3801401	-67,917	1797	28,34381053	29,65	19,15	13,6	30,4	4,3	"tile_13_8"	2
102,7777679	-139,5641682	-80,331	1798	30,44091803	31,41	17,71	18,2	37,7	5,1	"tile_13_7"	2
88,8589526	-150,9602289	-74,641	1799	29,15646666	30,06	17,16	33,2	60,5	6,8	"tile_13_7"	2
100,2080435	-140,3885416	-79,196	1800	26,27742029	25,33	10,63	10,5	10,2	4	"tile_13_7"	2
100,9551743	-133,4523257	-76,847	1801	23,16514286	26,15	13,3	14,4	22,2	4,5	"tile_13_8"	2
104,0949057	-133,6854291	-79,19	1802	31,69768471	30,41	12,21	18,3	32	5,3	"tile_14_8"	2
92,63536733	-128,7410448	-71,268	1803	22,9598626	26,14	14,24	13,3	32,5	4,5	"tile_13_8"	2
90,37096686	-160,5642259	-77,49	1804	38,77222857	33,63	21,38	30,6	58,4	6,6	"tile_13_6"	2
92,67199492	-119,0683431	-69,46	1805	48,53986441	35,46	25,36	30,8	54,3	6,8	"tile_13_8"	2
92,25272171	-155,7485729	-77,904	1806	35,22811429	26,74	15,54	18,4	40,1	5,3	"tile_13_7"	2
96,07360164	-156,7686499	-81,134	1807	32,04557377	28,24	15,94	24,7	51,4	6	"tile_13_6"	2
94,23712314	-133,5524296	-73,134	1808	35,26937255	30,08	19,03	16,6	35,2	4,8	"tile_13_8"	2
100,4783196	-127,013856	-75,83	1809	45,59447619	28,24	17,89	29,6	51,5	6,4	"tile_13_8"	2
98,78808629	-125,4172189	-74,27	1810	34,96725714	28,74	13,99	29,8	48,1	6,7	"tile_13_8"	2
106,8700541	-135,7415727	-81,487	1811	41,61567347	32,78	25,78	26,9	66,4	6,1	"tile_14_8"	2
95,62811036	-124,3943588	-72,273	1812	37,04675	31,41	19,01	26,1	56	6	"tile_13_8"	2
103,6915851	-135,5389541	-79,434	1813	25,48988406	26,62	10,17	14,3	28,2	4,5	"tile_13_8"	2
106,8565453	-124,0620653	-78,559	1814	34,4416	30,9	20,4	25	44,1	5,9	"tile_14_8"	2
93,88682645	-104,2717617	-67,502	1815	36,97837383	34,44	25,79	25,4	54,4	6	"tile_13_9"	2
92,26634525	-147,3677852	-76,021	1816	36,8404918	27,63	16,93	24,8	55,6	5,9	"tile_13_7"	2
107,4055537	-131,0078789	-80,673	1817	40,41891429	31,24	15,89	25,4	57,2	6	"tile_14_8"	2
107,8867575	-129,3547446	-80,647	1818	32,01233548	28,28	15,48	16,8	32	5	"tile_14_8"	2
110,4225652	-124,8880289	-80,589	1819	44,9863761	33	25,45	34,1	84,2	7	"tile_14_8"	2
99,500796	-118,8975817	-74,448	1820	25,768	27,51	11,96	21,4	32,1	5,7	"tile_13_8"	2
133,9016044	-137,851517	-91,387	1821	38,7624381	28,76	15,31	29,8	47,7	6,8	"tile_15_7"	2
101,8568807	-121,0902405	-75,83	1822	37,98084982	29,82	0	0	0	0	"tile_13_8"	2
83,20538199	-163,9241236	-74,566	1823	11,73264596	16,46	14,36	14	41,4	4,5	"tile_12_6"	2
90,59720063	-132,0474639	-70,724	1824	31,12328421	28,01	18,16	21,4	44	5,5	"tile_13_8"	2
101,8444199	-97,90085222	-68,014	1825	49,39468108	35,83	33,43	35,2	73	7,7	"tile_13_9"	2
106,1292255	-116,5192455	-76,892	1826	41,72002484	33,89	21,64	29,8	66,7	6,7	"tile_14_8"	2
132,5991027	-147,840032	-94,329	1827	28,70106667	28,24	17,29	19,2	48,3	5,2	"tile_15_7"	2
112,6620018	-117,0329294	-79,032	1828	34,80690851	28,56	0	0	0	0	"tile_14_8"	2
105,1583665	-144,1542976	-83,905	1829	42,82635294	35,7	24,1	25,9	51,1	6	"tile_14_7"	2
98,82025308	-98,54289013	-67,262	1830	31,20406265	31,75	24,95	17	44,9	4,9	"tile_13_9"	2
129,5448736	-136,3678745	-91,026	1831	34,35705946	29,99	17,94	22,2	55,5	5,6	"tile_15_7"	2
87,10850765	-74,4270198	-53,2	1832	35,43556863	29,5	16,55	18,3	32,1	5,2	"tile_13_11"	2
80,78684897	-192,770221	-80,332	1833	23,53282759	25,07	6,22	5,5	7,5	2,9	"tile_12_5"	1
101,7446446	-115,778592	-75,151	1834	36,77525714	31,94	21,29	10,2	24,3	3,9	"tile_13_9"	2
99,02253429	-134,9528697	-76,129	1835	40,79394286	29,95	16,7	19,9	45,7	5,3	"tile_13_8"	2
97,24044701	-137,1781881	-75,671	1836	27,38178824	27,66	15,01	12,4	24,6	4,3	"tile_13_7"	2
100,8282379	-143,807557	-80,996	1837	38,96736481	30,94	17,59	26,5	56,6	6,4	"tile_13_7"	2
105,0572074	-141,8055982	-83,265	1838	30,12829501	31,7	26,05	16,5	28,3	5	"tile_14_7"	2
125,6073347	-139,4267193	-90,719	1839	43,58373333	35,9	24,25	36,7	80	7,5	"tile_15_7"	2
99,56177606	-95,55407423	-65,59	1840	36	35	22,6	29,8	54,7	6,5	"tile_13_10"	2
104,937288	-106,4891493	-73,919	1841	46,4264	33,92	16,67	32,3	47,4	6,7	"tile_14_9"	2
81,72715824	-183,6791876	-78,982	1842	23,56749618	7,09	0	0	0	0	"tile_12_5"	3
106,8818	-95,01904	-68,885	1843	27,332	24,99	12,49	12,9	25,1	4,2	"tile_14_10"	2
107,9627254	-104,1528534	-73,332	1844	33,26697143	31,63	13,23	20	32,6	5,3	"tile_14_9"	2
134,8194307	-131,8678903	-92,576	1845	41,2759619	30,87	17,32	27,4	54,1	6,2	"tile_15_8"	2
132,4351852	-142,3155938	-92,317	1846	35,64146885	34,47	26,82	29,4	61,5	6,6	"tile_15_7"	2
123,765044	-137,7906454	-89,844	1847	32,09056716	32,57	14,57	18,6	29,8	5,1	"tile_14_7"	2
97,38171733	-151,2137627	-81,032	1848	37,14133333	28,15	21,3	17,8	41,7	5,1	"tile_13_7"	2
125,7995295	-133,337592	-89,202	1849	32,77056241	31,34	17,19	26,8	42	6,1	"tile_15_8"	2
110,5602589	-105,0634011	-75,41	1850	30,28178947	29,78	17,13	19,4	34	5,2	"tile_14_9"	2
98,98523878	-166,084837	-84,743	1851	35,90448674	32,39	22,29	35,9	75,4	7,3	"tile_13_6"	2
110,3763393	-141,132574	-85,933	1852	40,25893333	33,55	19,9	25,6	55,4	6	"tile_14_7"	2
98,70451189	-115,1758399	-73,478	1853	34,34328421	31,75	12,55	13,6	24,7	4,7	"tile_13_9"	2
98,88176791	-107,761813	-71,126	1854	35,96871642	32,42	19,57	16,9	35,3	5,1	"tile_13_9"	2
99,52700169	-86,8319894	-60,437	1855	28,60878715	25,23	19,28	27,7	61,7	6,3	"tile_13_10"	2
108,71744	-92,94169467	-69,514	1856	23,9536	15,86	14,01	3,7	7	2,4	"tile_14_10"	2
107,8626726	-100,4978386	-72,541	1857	52,09337143	34,1	19,2	29,6	50,6	6,5	"tile_14_9"	2
113,7859832	-108,5806242	-77,692	1858	45,85479853	33,48	18,03	28,7	56,8	6,7	"tile_14_9"	2
108,2888056	-110,3441124	-76,498	1859	38,48592	31,46	22,76	35,6	65,6	7	"tile_14_9"	2
96,49560713	-110,7657267	-70,495	1860	25,85608386	30,96	15,66	23,9	47	5,9	"tile_13_9"	2
93,25541678	-138,3417872	-73,866	1861	27,31234707	25,31	10,71	22,4	41,7	5,7	"tile_13_7"	2
110,9718503	-113,3379301	-77,801	1862	30,97736658	30,67	15,37	20,7	40,7	5,6	"tile_14_9"	2
115,5656268	-110,8109327	-79,321	1863	35,67533333	32,83	19,63	23,3	44,1	5,8	"tile_14_9"	2
135,3763399	-118,2802409	-88,62	1864	50,62268108	37,3	29,6	33,5	97,2	6,8	"tile_15_8"	3
114,7968957	-103,6648836	-77,088	1865	24,85398313	28,59	11,64	12,2	24,1	4,2	"tile_14_9"	2
111,3436985	-96,31712019	-72,288	1866	42,25771429	31,07	26,32	32,5	45,5	6,7	"tile_14_9"	2
106,675232	-97,87803171	-70,363	1867	42,00874286	33,81	29,41	26,9	51,7	6,2	"tile_14_9"	2
121,9017765	-130,5114187	-87,731	1868	26,45067073	30,33	15,43	21,6	48	5,4	"tile_14_8"	2
99,96458	-113,1313971	-73,522	1869	47,25388571	32,7	21,05	35,4	59,4	7,1	"tile_13_9"	2
115,8276237	-129,5150722	-85,117	1870	45,2747191	35,4	28,35	45,3	108,7	7,9	"tile_14_8"	2
129,9100425	-118,939995	-87,884	1871	44,19062857	34,42	29,32	44	87,5	7,7	"tile_15_8"	2
135,5124426	-125,9503957	-92,346	1872	41,37078261	35,16	25,76	22,6	38,3	5,7	"tile_15_8"	2
140,2277291	-118,5911173	-91,303	1873	32,61104895	37,31	30,81	28,7	56	6,5	"tile_15_8"	2
95,22063696	-147,9016474	-78,594	1874	30,45504348	27,71	14,31	17,9	37,8	5	"tile_13_7"	2
80,62427681	-154,760551	-71,057	1875	26,83521159	24,53	12,23	23,3	55,6	5,7	"tile_12_7"	2
116,496964	-166,954776	-94,65	1876	38,7112	36,11	24,06	32	77,2	6,7	"tile_14_6"	2
113,2843246	-115,2893628	-79,31	1877	29,88107965	23,97	0	0	0	0	"tile_14_9"	2
123,9525336	-147,681042	-92,318	1878	58,05490909	39,07	34,17	67,4	147	9,6	"tile_15_7"	2
116,6453536	-104,1201977	-78,252	1879	41,90340888	32,92	30,62	31,7	97,6	7	"tile_14_9"	2
107,1621661	-146,8690851	-86,147	1880	38,69633684	35,02	21,12	23,7	54,6	5,8	"tile_14_7"	2
113,512654	-139,7892093	-87,053	1881	24,16373333	2,04	0	0	0	0	"tile_14_7"	2
118,6642804	-107,786624	-80,528	1882	18,0784	39,06	0	0	0	0	"tile_14_9"	3
81,82043589	-171,3890073	-74,814	1883	30,50955777	28,43	24,68	30,2	70,5	6,6	"tile_12_6"	2
133,3878682	-104,5320797	-86,18	1884	16,08486957	15,58	0	0	0	0	"tile_15_9"	2
133,752675	-141,6088735	-92,389	1885	31,83978151	28,14	14,69	21,2	33,5	5,6	"tile_15_7"	2
92,47609722	-110,0296347	-67,838	1886	38,07718347	34,5	26,9	32,5	68	7,1	"tile_13_9"	2
87,82557888	-148,0079728	-73,397	1887	30,96113305	25,83	15,18	17,3	41,8	4,9	"tile_13_7"	2
90,31553581	-145,9817269	-74,251	1888	23,61539048	26,11	10,91	14	23,2	4,8	"tile_13_7"	2
83,08687057	-186,2425426	-80,323	1889	39,51937143	30,13	18,58	29,2	60,7	6,4	"tile_12_5"	2
140,3431518	-119,3171287	-91,902	1890	22,10551316	20,67	0	0	0	0	"tile_15_8"	3
123,7334774	-164,9720609	-95,566	1891	27,65603738	26,41	11,46	24	36,7	6,6	"tile_14_6"	2
94,13514217	-162,9614187	-80,648	1892	45,87095652	33,16	30,61	36,8	56,2	7,1	"tile_13_6"	2
94,03433238	-153,2140267	-78,583	1893	31,2832	25,75	15,5	27,1	50,8	6,2	"tile_13_7"	2
123,4240213	-160,5430686	-94,867	1894	34,5647914	31,48	23,58	37,1	44,2	7,3	"tile_14_6"	3
139,0950451	-148,4960833	-95,957	1895	41,13652459	30,49	27,64	23,8	60,2	5,9	"tile_15_7"	3
89,67074847	-141,7187665	-72,807	1896	44,80522034	32,13	20,98	41,3	83,6	7,5	"tile_13_7"	2
95,32382797	-176,6360538	-84,634	1897	35,362	30,99	17,09	18	46,6	5	"tile_13_5"	2
130,926947	-166,630726	-97,479	1898	42,8282623	33,09	19,99	26	35,2	6	"tile_15_6"	3
106,2534656	9,148516163	-39,611	1899	21,49217959	29,13	17,23	10,2	19,8	4,1	"tile_14_15"	3
