"x"	"y"	"z"	"id"	"BHD"	"h"	"crownLength"	"crownArea"	"crownVolume"	"crownDiameter"	"tile"	"scanID"
56,51066189	-216,394413	-85,854	964	33,15557082	24,62	20,22	20,3	43,9	5,4	"tile_11_3"	1
62,16545217	-219,2403019	-85,844	965	29,81885714	24,56	0	0	0	0	"tile_11_3"	2
64,79860071	-218,275425	-84,369	966	35,84057143	24,48	10,58	12,7	15,6	4,3	"tile_12_3"	1
66,40724718	-213,9641798	-81,128	967	36,6050858	27,93	26,18	30,6	82	6,7	"tile_12_4"	1
49,20951665	-208,2844244	-84,843	968	17,87602162	12,42	0	0	0	0	"tile_11_4"	1
66,94341118	-221,9311082	-85,436	969	34,13047059	25,9	0	0	0	0	"tile_12_3"	1
52,27267404	-200,013427	-80,587	970	10,86479503	1,4	0	0	0	0	"tile_11_4"	1
60,26691505	-211,7532032	-82,5	971	5,835619048	3,57	0	0	0	0	"tile_11_4"	1
57,56623086	-220,6265571	-87,968	972	32,99977143	26,07	0	0	0	0	"tile_11_3"	2
60,584222	-221,5669926	-87,242	973	36,11937143	27,91	19,06	20,1	34	5,4	"tile_11_3"	1
62,55402697	-223,9602673	-87,786	974	36,17741573	24,59	0	0	0	0	"tile_11_3"	1
-39,31856025	-15,66306025	-14,577	975	36,35391304	22,51	21,36	13,7	23,4	4,8	"tile_6_14"	1
64,61706933	-232,6202282	-91,23	976	31,04358095	23,54	14,14	18,7	33,5	5,4	"tile_12_3"	1
74,211074	-234,60151	-90,99	977	27,0526	24,24	11,69	9,8	18,9	3,8	"tile_12_3"	1
77,70277168	-235,5035964	-92,198	978	29,79796262	28,43	0	0	0	0	"tile_12_3"	2
70,93231928	-234,0362069	-91,298	979	18,89828571	26,31	10,11	23,2	37,6	6	"tile_12_3"	1
70,79211794	-234,1950281	-91,147	980	15,66221529	22,32	0	0	0	0	"tile_12_3"	2
76,72530021	-226,4308732	-87,994	981	24,46391579	25,94	15,29	21,1	30,9	5,6	"tile_12_3"	1
64,75325125	-239,8738825	-94,557	982	20,55176098	22,58	16,18	15,6	30,9	4,8	"tile_12_2"	1
78,06416286	-232,2413462	-90,856	983	31,73	28,33	15,38	16,2	33,1	5	"tile_12_3"	1
52,91141472	-221,5880064	-89,965	984	37,18476739	26,05	20,55	25	43	6	"tile_11_3"	1
53,566992	-218,4425053	-88,28	985	28,3768	25,04	0	0	0	0	"tile_11_3"	1
63,73269508	-227,0331732	-89,204	986	30,52798689	24,97	15,67	18,4	29,5	5,3	"tile_11_3"	1
67,73030933	-241,3014	-94,612	987	29,17413333	26,19	15,19	26,6	61,9	6,2	"tile_12_2"	1
71,31655345	-243,4446445	-95,768	988	37,91746218	24,82	16,57	22,3	46,3	5,7	"tile_12_2"	1
51,48603138	-216,1914081	-88,698	989	28,5365	23,91	18,36	19,1	41,2	5,1	"tile_11_3"	1
43,61733383	-205,3755339	-86,758	990	4,664282707	7,74	3,24	5,2	7,1	2,7	"tile_10_4"	1
69,52434877	-247,5026591	-98,011	991	17,15916201	18,3	17,2	26,3	37,3	6,1	"tile_12_2"	1
78,79812629	-249,8290691	-99,848	992	33,12293333	29,64	22,79	27,9	64,7	6,8	"tile_12_2"	1
56,22982808	-224,4794225	-90,117	993	38,35329387	19,96	15,26	14,9	18,5	4,7	"tile_11_3"	1
67,25222952	-231,1522639	-90,362	994	38,88547985	26,92	16,22	20,5	37,3	5,5	"tile_12_3"	1
77,354202	-245,6529014	-97,466	995	32,90045714	30,27	16,97	-37,4	49,9	7,1	"tile_12_2"	1
-32,90039933	-29,985886	-20,814	996	30,4612	24,69	22,79	17,9	48,1	5,5	"tile_7_13"	1
48,64581241	-215,8835304	-90,393	997	36,84105987	28,11	25,11	23,5	77,6	5,8	"tile_11_4"	1
53,72326336	-226,5423226	-92,492	998	20,48442899	19,29	16,44	13,8	23,4	4,6	"tile_11_3"	1
73,97501086	-235,1946425	-91,684	999	40,95405714	24,94	0	0	0	0	"tile_12_3"	1
44,91551065	-200,7506252	-84,586	1000	4,437608696	6,6	5,65	18,3	16,5	5,1	"tile_11_4"	1
42,13844641	-205,0525765	-87,829	1001	27,55778886	26,62	25,17	13,4	30,5	4,5	"tile_10_4"	1
56,09978865	-227,8211381	-91,759	1002	8,984378378	10,84	0	0	0	0	"tile_11_3"	1
59,27624621	-232,3387882	-92,394	1003	36,52155932	22,58	0	0	0	0	"tile_11_3"	1
63,96756216	-229,7012976	-89,895	1004	27,07734054	25,15	14,8	17,4	35,1	5	"tile_12_3"	1
40,63041143	-207,18499	-90,498	1005	22,17531429	23,03	15,33	13,5	40,8	4,4	"tile_10_4"	1
-38,726	-21,74709739	-17,951	1006	20,22573913	17,77	0	0	0	0	"tile_6_13"	1
67,23937611	-236,3106606	-92,414	1007	22,3416	19,64	11,49	13,3	21,2	4,5	"tile_12_2"	1
66,37260933	-244,1839353	-95,119	1008	36,12587531	24,94	20,59	31,2	66	6,5	"tile_12_2"	1
61,24199071	-235,3076686	-93,691	1009	35,14773469	27,87	22,42	30,6	65	6,5	"tile_11_3"	1
40,70532653	-202,0460869	-88,229	1010	34,09346939	29,97	22,72	26,3	77,8	6	"tile_10_4"	1
-37,72371552	-28,352667	-21,794	1011	18,88768532	12,42	0	0	0	0	"tile_6_13"	1
63,15089348	-251,0153643	-100,993	1012	13,19921739	13,61	0	0	0	0	"tile_11_2"	1
59,12640267	-228,2208853	-91,161	1013	18,08426667	16,24	14,89	33	56,4	6,8	"tile_11_3"	1
68,29212967	-253,1575563	-101,166	1014	21,04718667	18,73	13,23	20,1	36,6	5,4	"tile_12_2"	1
71,56170134	-247,5855644	-97,706	1015	32,9787933	24,64	15,64	27,2	48,9	6,2	"tile_12_2"	1
-0,709904794	-150,8995077	-86,374	1016	14,83354964	23,81	0	0	0	0	"tile_8_7"	1
37,79863002	-197,9642174	-89,845	1017	47,38214699	30,72	0	0	0	0	"tile_10_4"	1
17,6008469	-168,5048855	-89,167	1018	43,87708046	28,29	14,14	29,7	58,3	6,6	"tile_9_6"	1
32,90986753	-189,6433664	-90,317	1019	19,86342588	18,15	8,35	16	38,4	4,8	"tile_10_5"	1
-34,1114373	-27,93551103	-20,069	1020	22,94059797	24,2	14,15	14,6	24,7	4,9	"tile_7_13"	1
18,03312744	-164,3543968	-86,568	1021	21,15671882	21,74	0	0	0	0	"tile_9_6"	1
-33,3293119	-25,67699738	-18,641	1022	24,52704762	21,42	0	0	0	0	"tile_7_13"	1
1,118861622	-152,5654778	-86,267	1023	21,26983784	15,77	0	0	0	0	"tile_8_7"	1
-1,896155102	-147,4226188	-84,469	1024	17,41583673	11,67	0	0	0	0	"tile_8_7"	1
-36,79859452	-36,77643535	-27,291	1025	20,16481598	22,73	11,83	12,8	30,6	4,2	"tile_6_12"	1
29,76861576	-199,5223352	-96,721	1026	28	31	29,25	37,4	87,1	7,5	"tile_10_4"	1
-36,54260333	-24,74285929	-19,047	1027	36,54119048	28,96	22,71	14,2	29,5	4,5	"tile_6_13"	1
-8,365037	-149,4799844	-88,157	1028	5,113028571	9,21	6,71	15,2	18,4	4,6	"tile_8_7"	1
-31,42597321	-59,43722928	-40,705	1029	14,81990431	9,09	0	0	0	0	"tile_7_11"	1
59,23195447	-239,0614768	-96,393	1030	30	26,91	0	0	0	0	"tile_11_2"	1
69,59804941	-250,6298624	-99,789	1031	29,67576471	24,93	15,18	20,1	32,4	5,3	"tile_12_2"	1
71,81771612	-254,8895978	-102,322	1032	34,52342857	25,59	21,99	24,1	47,7	5,9	"tile_12_2"	1
43,74923618	-233,3293195	-105,053	1033	7,291381818	9,11	0	0	0	0	"tile_10_3"	1
62,66833856	-242,8667732	-97,091	1034	20,85651098	21,54	17,99	9,2	15,2	3,6	"tile_11_2"	1
72,32185124	-250,6149004	-99,626	1035	41,53813333	22,63	10,38	22	40,5	5,6	"tile_12_2"	1
72,43668681	-262,7842474	-107,006	1036	38,42858378	29,46	24,06	52,9	101,8	9,3	"tile_12_1"	1
-32,27907364	-22,34312917	-16,9	1037	17,84481818	22,59	0	0	0	0	"tile_7_13"	1
73,17343048	-263,1578012	-107,58	1038	10,67970418	8,57	0	0	0	0	"tile_12_1"	1
73,17147551	-251,8914112	-100,124	1039	8,214289855	6,29	3,84	9,5	8,6	3,8	"tile_12_2"	1
-18,41571089	-34,16846774	-19,806	1040	33,54350127	26,92	21,67	32,6	75,3	6,7	"tile_7_13"	1
77,03516	-256,8230307	-103,885	1041	38,27893333	26,1	0	0	0	0	"tile_12_1"	1
76,01184533	-253,5472747	-101,483	1042	21,7888	17,72	0	0	0	0	"tile_12_2"	1
76,94422919	-266,5275421	-109,766	1043	56,94290683	28,05	0	0	0	0	"tile_12_1"	1
72,5290843	-266,5342247	-109,758	1044	51,59805192	22,65	0	0	0	0	"tile_12_1"	1
77,59910797	-266,35829	-109,243	1045	4,963430894	3,12	0	0	0	0	"tile_12_1"	1
79,25618612	-255,3104576	-103,493	1046	27,25234703	25,1	0	0	0	0	"tile_12_2"	1
67,48187591	-264,9271112	-108,554	1047	33	22,44	12,34	59,8	112,9	9,4	"tile_12_1"	1
-30,0500467	-25,03492281	-17,631	1048	32,21974054	25,35	18,9	14,3	31,8	4,6	"tile_7_13"	1
-13,60157285	-32,57445004	-17,421	1049	29,6968996	25,27	23,52	28,8	43,1	6,5	"tile_8_13"	1
-37,33685825	-50,87973141	-36,775	1050	35,16342481	27,6	0	0	0	0	"tile_6_12"	1
-34,18060695	-19,28653373	-15,408	1051	28,4560678	25,11	17,41	37,8	48,7	7,8	"tile_7_13"	1
-30,35966958	-32,53114188	-22,371	1052	24,35417398	27,56	21,66	21,6	56,9	5,6	"tile_7_13"	1
-36,51902184	-27,59750714	-20,686	1053	31,92553514	28,61	17,66	17,1	29,1	5,1	"tile_6_13"	1
-30,326348	-24,38225659	-17,501	1054	9,990177049	6,43	4,33	5,6	8,8	2,8	"tile_7_13"	1
-28,97358919	-25,85075354	-17,981	1055	18,51142857	16,52	0	0	0	0	"tile_7_13"	2
-24,17787118	-27,15904199	-17,227	1056	40,74449689	27,62	23,87	28,9	51,5	6,4	"tile_7_13"	1
-26,14476147	-38,00406175	-24,886	1057	25,31754386	23,78	18,23	15,9	34,9	4,7	"tile_7_12"	1
-19,69557157	-39,9459365	-23,911	1058	25,5512	26,4	15,45	16,1	29,6	5,1	"tile_7_12"	1
-9,978122584	-148,7864246	-88,329	1059	4,151438202	36,37	23,67	57,1	94,4	8,6	"tile_8_7"	1
-35,1760513	-47,93683404	-34,536	1060	23,05624845	25,31	19,86	13,8	30,2	4,4	"tile_7_12"	1
-23,49270471	-131,4090528	-82,032	1061	37,16742529	15,26	0	0	0	0	"tile_7_8"	1
-34,00346193	-18,42071197	-14,619	1062	20,71140966	17,2	0	0	0	0	"tile_7_13"	1
-34,4499179	-61,00653861	-42,584	1063	27,66463209	27,71	18,21	18,3	38,8	5,1	"tile_7_11"	1
-39,66388384	-71,02492848	-49,456	1064	29,96032246	26,5	14,4	20,3	42,3	5,4	"tile_6_11"	1
-3,440406054	-31,67601362	-14,732	1065	33,75087568	25,52	23,91	22,1	64,1	6,1	"tile_8_13"	1
-28,98822939	-22,43517742	-15,912	1066	12,36248485	4,62	0	0	0	0	"tile_7_13"	1
30,4939992	40,16148191	1,984	1067	30,5257931	30,89	24,04	106,2	428,1	14,2	"tile_10_16"	2
30,86199743	37,42949029	-0,601	1068	47,17851429	30,99	26,09	21,5	52,8	6	"tile_10_16"	3
-35,48241801	-57,51699068	-40,294	1069	28,58735404	26,19	22,49	13,2	17,1	4,4	"tile_7_11"	1
33,63050971	42,39794171	-0,093	1070	21,294	25,57	15,97	25,8	60,1	6	"tile_10_16"	2
31,19510041	35,89012429	-1	1071	18,71081633	20,94	0	0	0	0	"tile_10_16"	2
-29,28441227	-56,5958584	-38,024	1072	29,40144	28,83	11,33	23	37	5,8	"tile_7_11"	1
39,0273666	37,35138916	-4,281	1073	44,68204361	28,8	21,55	24,6	55	5,9	"tile_10_16"	3
55,07046833	26,554395	-15,955	1074	32,763	26,73	18,53	25,1	49,9	6	"tile_11_16"	2
34,09909333	39,51288533	-1,611	1075	20,43706667	21,16	15,86	21,6	33,9	5,7	"tile_10_16"	2
35,3197893	46,41178472	-0,617	1076	23,85347688	23,81	19,31	9,2	28,9	4,1	"tile_10_17"	3
-39,57794638	-43,00136037	-32,769	1077	48,31413084	22,26	0	0	0	0	"tile_6_12"	1
30,9888221	13,68298743	-6,293	1078	42,67638095	28,23	25,53	31,6	67,9	6,7	"tile_10_15"	2
41,05735285	19,36067311	-9,709	1079	36,49841311	26,45	16,9	27,4	63,4	6,1	"tile_10_15"	3
35,599884	22,09939867	-5,986	1080	37,40346667	25,06	21,56	19,9	52,5	5,4	"tile_10_15"	3
60,99425397	3,80126577	-23,55	1081	28,59559344	25,58	18,38	14,7	30,3	4,7	"tile_11_14"	2
-25,94474733	-21,51788374	-14,053	1082	17,67335878	28,85	22,65	32,9	65,8	6,9	"tile_7_13"	1
30,39954622	32,84548216	-1,062	1083	4,663135135	4,91	1,91	2	1,7	1,8	"tile_10_16"	3
39,96416695	34,90546052	-6,324	1084	19,75606557	30,03	27,13	18,6	47,3	5,6	"tile_10_16"	2
43,68620876	35,368968	-7,075	1085	36,14735238	26,39	23,04	37	74,3	7,6	"tile_10_16"	2
-17,3238428	-36,8758938	-21,399	1086	35	22,38	14,13	15,3	34,2	4,9	"tile_7_12"	1
45,65788	39,52279733	-7,58	1087	32,52133333	26,64	17,64	23,9	47	5,8	"tile_11_16"	2
79,28755733	44,80408667	-23,403	1088	39,5816	32,16	14,86	15,7	30,5	4,7	"tile_12_17"	3
32,06627255	48,03483471	2,524	1089	33,18733333	22,41	0	0	0	0	"tile_10_17"	3
36,18118238	52,26211952	1,879	1090	40,23961905	30,04	26,49	18,1	32,1	5,5	"tile_10_17"	3
-27,54099095	-59,03619054	-38,978	1091	28,83675676	29,17	16,57	15,6	23,6	4,9	"tile_7_11"	1
32,15091393	45,27068777	1,882	1092	32,67666351	25,52	0	0	0	0	"tile_10_17"	3
39,21385371	50,38104314	-1,095	1093	43,30137143	27,4	20,4	46,1	94,6	8,2	"tile_10_17"	2
61,84134933	49,21244895	-13,274	1094	38,6951619	31,88	24,33	18,4	44,5	5,2	"tile_11_17"	3
45,73238511	61,11580964	-0,205	1095	44,67302295	29,37	22,97	31,6	67,3	6,7	"tile_11_17"	3
-33,92571286	-39,26949714	-28,148	1096	23,73057143	27,2	20,2	18,6	40,6	5,2	"tile_7_12"	1
27,54176747	25,5388808	-0,552	1097	21,81578667	25,14	20,39	20,1	55	5,4	"tile_10_16"	2
54,72013286	-1,856577714	-23,111	1098	27,172	22,44	17,84	14,8	34,8	4,6	"tile_11_14"	2
36,59618321	31,74581325	-4,762	1099	31,80613655	26,81	19,66	26,4	60,1	6,6	"tile_10_16"	2
57,86584584	46,98210907	-11,732	1100	29,2432795	26,35	15,8	23,2	31,2	5,9	"tile_11_17"	2
52,71670646	45,51600961	-9,757	1101	37,45310877	29,13	0	0	0	0	"tile_11_17"	3
32,09978114	48,13181886	2,524	1102	24,3244	26,48	23,83	20,8	33,5	5,6	"tile_10_17"	3
52,03239733	56,75418667	-5,515	1103	39,25706667	27,87	0	0	0	0	"tile_11_17"	3
35,816031	46,5867445	-1,16	1104	34,0527	26,69	0	0	0	0	"tile_10_17"	2
61,76735697	54,85770933	-11,089	1105	35,05665546	28,6	22,85	22	48,6	5,6	"tile_11_17"	3
45,25992887	46,11068018	-5,592	1106	37,65632964	29,59	22,74	32,7	69	6,7	"tile_11_17"	3
19,10056762	14,36520714	2,247	1107	7,949714286	7,97	0	0	0	0	"tile_9_15"	2
65,96259509	-3,062981404	-27,286	1108	30,13	28,85	17,05	15,7	32,5	5	"tile_12_14"	2
55,36731467	31,820956	-15,298	1109	40,6344	28,62	20,17	37,8	80,2	7,3	"tile_11_16"	2
68,56758	59,04641714	-14,307	1110	45,46765714	33,54	23,44	33,7	63,9	6,9	"tile_12_17"	3
52,673528	39,208544	-11,564	1111	39,2688	29,6	22,25	23,1	60,7	5,6	"tile_11_16"	3
41,17693892	28,40480432	-6,643	1112	34,86962162	25,52	20,37	26,4	53,9	6,1	"tile_10_16"	2
54,19853292	23,57176646	-15,78	1113	30,76958333	27,28	18,58	14,6	38	4,6	"tile_11_15"	3
37,88289111	16,29959647	-9,231	1114	20,97951753	20,05	10,6	8,7	13,1	3,9	"tile_10_15"	2
35,2129347	17,43395081	-7,309	1115	30,40134054	26,75	21,05	20,8	40,3	5,6	"tile_10_15"	2
29,70816371	23,21537914	-2,973	1116	25,41577143	23,86	13,76	10,4	26,1	4,2	"tile_10_15"	3
41,96856	-1,513642617	-15,991	1117	36,60257944	24,33	0	0	0	0	"tile_10_14"	2
61,06965385	35,99479875	-16,833	1118	15,926125	29,03	22,98	20,3	56,6	5,3	"tile_11_16"	2
61,3115285	35,86232753	-17,029	1119	33,20244275	16,13	9,43	9,5	12,5	3,7	"tile_11_16"	3
48,08262869	37,23516325	-9,311	1120	37,01952784	28,66	19,31	14,4	36,1	4,7	"tile_11_16"	3
57,90318556	39,47725266	-14,128	1121	25,59370827	32,07	25,02	28,1	50,4	7	"tile_11_16"	2
49,36216112	38,78818894	-10,001	1122	30,84186335	26,75	19,1	11,4	20,8	4,3	"tile_11_16"	2
49,27667591	39,0199784	-10,174	1123	11,37084235	4,1	0	0	0	0	"tile_11_16"	2
31,911196	8,721791714	-8,228	1124	32,15302857	24,24	22,49	19,6	54,2	5,3	"tile_10_15"	2
36,3975472	10,4699313	-10,499	1125	29,68678261	24,98	18,13	14	35,6	4,4	"tile_10_15"	2
30,32390823	20,87315785	-4,079	1126	28,66874684	27,35	17,35	13,5	17	4,5	"tile_10_15"	3
38,37204	8,534463429	-11,461	1127	29,37462857	25,16	20,71	20,9	58,7	5,6	"tile_10_15"	2
40,00596436	6,683263818	-13,122	1128	25,7296	23,95	21,7	13,5	25,8	4,8	"tile_10_15"	3
31,41094971	24,64610514	-3,583	1129	40,53285714	28,3	22,4	19,6	30,7	5,3	"tile_10_16"	2
51,13263409	42,09033181	-10,272	1130	24,20387189	24,7	15,6	16,3	32,4	4,8	"tile_11_16"	3
65,77473352	49,05919219	-15,36	1131	39,54019048	30,58	21,03	26	43,8	6,1	"tile_12_17"	3
56,24213412	41,97008765	-12,535	1132	35,89219608	30,48	21,08	15,5	47	4,7	"tile_11_16"	3
63,35688795	91,1676551	-0,454	1133	31,20091566	22,82	12,32	11,3	26,2	4,2	"tile_11_19"	3
27,80156231	19,76649154	-2,917	1134	35,23469231	24,85	14,15	22,7	36,1	5,7	"tile_10_15"	2
35,45240144	4,542894545	-11,532	1135	13,71219139	15,69	12,49	14	28,5	4,6	"tile_10_15"	2
27,4057864	18,64679372	-3,119	1136	6,278674419	4,48	0	0	0	0	"tile_10_15"	2
59,72883555	20,48027547	-19,034	1137	37,20224818	28,5	23,05	27,3	46,2	6,2	"tile_11_15"	2
54,36645104	14,63705914	-18,096	1138	33,57525081	27,09	16,49	13,4	27,8	4,4	"tile_11_15"	2
47,78845954	25,16304543	-12,216	1139	28,56908671	24,05	14,55	19,1	40,8	5,2	"tile_11_16"	3
60,20689114	50,24324714	-12,155	1140	17,09731429	25,51	13,71	9,8	20,6	3,7	"tile_11_17"	3
34,82142345	48,32583896	0,372	1141	22,9000561	22,17	15,17	10	16,9	3,8	"tile_10_17"	3
47,08978437	68,73456479	1,921	1142	29,9552605	27,62	20,67	13,5	34,2	4,4	"tile_11_18"	3
48,50409178	-5,888303568	-21,004	1143	28,82812973	26,9	24,35	20,6	45,7	5,5	"tile_11_14"	2
41,63510391	5,102420712	-14,295	1144	27,87843416	25,92	22,92	11,7	43	4,4	"tile_10_15"	2
42,42627471	15,11851569	-12,324	1145	33,98298039	27,4	16,3	19	40	5,2	"tile_10_15"	3
66,27562909	12,95699734	-23,301	1146	28,91898272	27,81	20,91	15,3	44,3	4,6	"tile_12_15"	2
48,96658	53,54419103	-5,496	1147	3,889405405	4,41	0	0	0	0	"tile_11_17"	3
48,77029146	53,53792195	-5,428	1148	22,82624865	23,66	16,46	17,5	24,9	5,1	"tile_11_17"	2
69,66574267	70,72434267	-10,221	1149	21,26586667	5,08	0	0	0	0	"tile_12_18"	3
69,49421232	70,63799157	-9,97	1150	11,39632432	23,72	19,82	5,9	15,4	2,9	"tile_12_18"	3
41,92936638	62,4011194	2,747	1151	33,07406281	27,85	26	19,7	60,8	5,2	"tile_10_17"	3
54,19592933	-5,424426667	-24,108	1152	20,12266667	17,41	0	0	0	0	"tile_11_14"	3
42,56713459	4,722618817	-14,589	1153	11,20449103	24,21	17,61	8,1	9,8	3,5	"tile_10_15"	2
53,07450962	5,983179243	-20,32	1154	39,10356757	29,51	21,36	23,6	45	5,9	"tile_11_15"	2
50,86167979	15,98927024	-16,252	1155	27,94600124	25,16	12,96	16,3	31,5	4,7	"tile_11_15"	2
59,82104	17,53469067	-19,751	1156	32,2632	26,08	18,38	20,8	37,4	5,3	"tile_11_15"	3
59,87197179	17,25196832	-19,717	1157	3,974126316	24,33	0	0	0	0	"tile_11_15"	2
57,4138875	25,03867969	-17,247	1158	14,6444375	5,27	0	0	0	0	"tile_11_16"	3
46,15215429	54,00310752	-3,572	1159	46,0484	28,93	23,28	30,2	66,8	6,5	"tile_11_17"	3
28,80609479	6,240900168	-7,848	1160	29,9159888	27,26	25,61	19,5	46,9	5,2	"tile_10_15"	2
60,02880765	-7,046630672	-26,114	1161	26,90359664	29,21	20,36	31	60,4	6,9	"tile_11_14"	2
59,4139856	-1,7952416	-24,74	1162	27,43088	22,95	0	0	0	0	"tile_11_14"	3
46,7069899	5,672163469	-16,879	1163	32,24585714	24,96	20,16	28,5	71,5	6,2	"tile_11_15"	2
51,91568875	10,79324518	-17,893	1164	26,40104415	26,45	16,6	13,8	18,5	4,5	"tile_11_15"	2
64,8819097	31,70326616	-18,747	1165	27,96119344	29,02	18,77	31	50,1	6,5	"tile_12_16"	2
57,95180209	28,49361186	-17,107	1166	29,10812335	25,66	17,06	10,1	16,7	3,7	"tile_11_16"	3
64,82809986	28,3314958	-19,738	1167	24,78976812	22,61	16,16	11,2	18,9	4,3	"tile_12_16"	2
78,52420425	31,94953042	-23,457	1168	40,66449858	28,48	24,63	27,8	59,4	6,1	"tile_12_16"	3
69,84994983	27,47044787	-21,75	1169	27,00945803	29,89	21,24	25,8	62,7	6,1	"tile_12_16"	2
49,701484	58,26994	-3,947	1170	26,55066667	26,51	14,96	13,2	24,2	4,2	"tile_11_17"	3
52,91861867	61,998908	-3,966	1171	27,11466667	24,27	18,67	12,8	25,6	4,4	"tile_11_17"	3
68,93627067	75,38896533	-8,062	1172	27,76613333	25,41	15,91	12,1	24,3	4,1	"tile_12_18"	3
50,02216673	-4,892981129	-21,731	1173	19,58591059	20,83	0	0	0	0	"tile_11_14"	3
51,21462116	5,049308491	-19,064	1174	27,66343841	27,11	16,36	15,5	37,4	4,9	"tile_11_15"	2
57,56857733	9,861022667	-20,649	1175	33,74746667	27,84	15,39	25,1	48,3	6,1	"tile_11_15"	2
79,36898688	2,959072188	-31,173	1176	35,51475	29,21	16,56	23,7	34,4	6	"tile_12_14"	2
60,77489267	8,617524224	-22,062	1177	34,50077019	29,03	19,68	19,9	41,2	5,4	"tile_11_15"	2
72,35501558	6,455474393	-27,267	1178	33,43486414	2,27	0	0	0	0	"tile_12_15"	2
52,71171073	12,73814439	-18,129	1179	31	27,83	14,33	14,7	30,6	4,6	"tile_11_15"	3
59,75020781	11,81104	-20,84	1180	28,86857143	25,96	15,86	15,5	26,5	4,7	"tile_11_15"	3
56,7085493	17,37303762	-19,006	1181	22,38312432	25,18	12,88	11,1	23,3	4	"tile_11_15"	2
78,598366	20,83918046	-25,461	1182	23,98643077	27,49	18,49	12,7	31,2	4,2	"tile_12_15"	3
66,59181714	35,79469571	-18,596	1183	30,7587619	26	12,5	16,1	25,2	5,1	"tile_12_16"	2
73,18438321	37,36537857	-21,573	1184	26,523	26,33	16,03	12,6	26,2	4,3	"tile_12_16"	3
73,21236779	37,63414549	-21,626	1185	13,41637705	19,52	12,02	7,8	13,9	3,3	"tile_12_16"	3
66,74553255	38,03024504	-17,935	1186	32,70904965	28,98	21,63	20,9	45,1	5,6	"tile_12_16"	3
27,54203218	-7,778346026	-10,323	1187	20,43625641	25,9	24,35	20,3	25,2	5,4	"tile_10_14"	2
48,45893067	1,869785333	-19,093	1188	38,4904	27,04	23,94	27,2	83,3	6	"tile_11_14"	2
54,5210423	19,94357175	-16,982	1189	29,97968289	28,63	19,38	19,8	51,4	5,5	"tile_11_15"	2
76,56850667	2,904529408	-30,323	1190	30,63055452	29,36	20,11	20,9	34,5	5,5	"tile_12_14"	2
-34,98676317	-80,62346702	-53,411	1191	26,18454968	28,17	16,47	16,2	28,3	4,7	"tile_7_10"	1
59,58265252	0,884779281	-24,052	1192	18,92897842	21,17	12,37	10,5	25,6	3,8	"tile_11_14"	2
61,67662381	27,16704714	-18,79	1193	26,59104762	23,25	12,85	15,5	29,9	4,7	"tile_11_16"	3
73,065285	27,12338724	-23,406	1194	32,99141226	25,01	15,16	20,4	37,3	5,4	"tile_12_16"	3
78,03098661	26,53383034	-24,601	1195	43,04620339	31,79	25,44	23,7	43,6	5,8	"tile_12_16"	3
47,75299112	21,77463587	-13,271	1196	18,99977309	19,13	12,38	11,4	28,9	4,6	"tile_11_15"	2
76,68314923	22,47983935	-24,631	1197	45,22989959	32,47	21,52	21,9	42	5,6	"tile_12_15"	3
71,1725444	19,09106374	-23,721	1198	43,04923077	29,75	20,55	26,7	43,3	6	"tile_12_15"	3
58,821136	43,96171867	-13,322	1199	36,71733333	28,59	20,39	10,9	25,2	4	"tile_11_16"	3
62,79534733	44,01312199	-15,019	1200	30,1816646	27,8	18,6	19,6	39,4	5,4	"tile_11_16"	3
-39,00916065	-66,80393775	-46,985	1201	41,35868303	31,12	24,07	33,1	50,5	6,8	"tile_6_11"	1
53,84112304	2,800721776	-21,388	1202	40,72179866	29,56	21,46	17,8	32,6	5,2	"tile_11_14"	2
70,73313616	7,907115393	-26,584	1203	32,58985797	28,73	19,43	13,2	17,9	4,5	"tile_12_15"	3
64,31022267	10,52912571	-23,06	1204	25,80739048	23,77	16,07	14,4	36,8	4,6	"tile_12_15"	3
59,18083237	32,15564956	-16,717	1205	30,10432129	28,18	18,93	23	47,4	5,7	"tile_11_16"	2
76,75706343	43,36664571	-22,419	1206	32,61942857	27,57	18,77	21,4	52,8	5,5	"tile_12_16"	3
70,00115448	32,40820838	-21,152	1207	44,43798095	22,85	12,65	12,8	26,9	4,3	"tile_12_16"	3
71,30219013	24,48474661	-23,151	1208	39,62129222	31,48	20,93	20,6	38,6	5,5	"tile_12_16"	2
-30,79042389	-77,39742595	-50,156	1209	33,79193514	29,37	17,92	28,4	43,2	6,4	"tile_7_10"	1
72,79499431	11,82572982	-25,651	1210	36,87512474	29,18	18,18	23,3	42,3	5,8	"tile_12_15"	2
67,45877333	41,51376952	-18,453	1211	26,19552381	27,03	17,83	19,1	37	5,4	"tile_12_16"	2
66,26081744	42,33734597	-17,779	1212	28,93286557	30,68	20,13	23,2	32,1	6,1	"tile_12_16"	2
54,13509767	43,48906762	-11,18	1213	25,96301355	29,23	13,88	10	22,5	3,9	"tile_11_16"	3
57,92227813	39,79747072	-14,003	1214	8,939831193	29,12	25,72	9,1	15,7	3,8	"tile_11_16"	3
-32,54202241	-72,16759671	-48,175	1215	44,06427309	29,71	17,71	28,5	50,7	6,6	"tile_7_11"	1
56,99536684	13,92396146	-19,439	1216	25,84435269	25,75	11,8	6,8	13,6	3,2	"tile_11_15"	2
