"x"	"y"	"z"	"id"	"BHD"	"h"	"crownLength"	"crownArea"	"crownVolume"	"crownDiameter"
-65,06967068	116,4094181	-77,292	277	8,960989494	11,49	0	0	0	0
-64,15900983	119,7839872	-79,337	278	9,120264662	8,62	0	0	0	0
-55,91586735	136,2810578	-88,63	279	12,86434839	14,53	0	0	0	0
-61,14652818	132,0985808	-87,073	280	15,73568182	15,46	10,41	9,9	34	3,7
-60,13371324	135,6421414	-88,956	281	17,18562162	15,41	0	0	0	0
-64,44548	123,662627	-81,361	282	39,75252	26,8	0	0	0	0
-64,87632182	130,8051815	-87,056	283	16,77787879	16,38	8,78	20,1	36,5	6,4
-57,75133942	129,7407148	-85,436	284	16,06820537	13,18	0	0	0	0
-51,72634937	139,1805794	-90,454	285	18,87541053	21,47	13,47	14	31,3	4,5
-54,22529924	132,3293989	-86,794	286	19,50161345	22,75	15,95	35,7	94,9	7,2
-56,03364748	131,1800298	-86,015	287	13,58415126	14,24	12,34	8,5	21,7	3,7
-51,34979148	136,4680276	-88,538	288	17,28395973	15,94	2,54	4,4	3,8	3,8
-57,75406087	135,4419983	-88,399	289	15,98730435	16,3	14,75	11,9	33,3	4,5
-4,352596	-25,27437571	13,489	290	40,30228571	30,92	15,57	51,4	72,4	8,8
-47,45566976	141,6323199	-91,314	291	19,14280367	8,41	0	0	0	0
-54,71720264	138,5854925	-89,632	292	22,28913208	13,96	0	0	0	0
-48,32035725	139,9950704	-90,7	293	6,469916005	7,71	0	0	0	0
-48,23730243	134,702649	-87,816	294	8,425682243	4,32	0	0	0	0
-15,12792573	-26,16056076	15,195	295	38,90596757	23,67	15,42	16,2	36	4,8
-37,09976663	143,2286398	-90,88	296	15,3626747	15,55	0	0	0	0
-37,47195419	144,5117223	-91,568	297	17,61344186	16,32	6,57	9,7	18	4
-38,754948	141,452916	-90,925	298	12,59173333	17,12	11,57	9,2	20,8	3,9
-28,88421312	149,7437673	-92,866	299	11,55333333	13,39	0	0	0	0
-45,03471145	135,7886081	-88,276	300	5,292061069	7,11	0	0	0	0
-52,09936048	129,4302928	-85,116	301	11,56503614	17,61	8,41	57,1	89,9	9,7
8,453625455	-24,10256636	9,937	302	8,214333333	3,19	0	0	0	0
-30,53919388	148,8980511	-92,628	303	12,17256589	12,25	0	0	0	0
-33,86425279	147,9375081	-92,466	304	13,20702146	17,21	0	0	0	0
-42,03635682	145,0488265	-92,22	305	14,961687	17,58	0	0	0	0
-43,77058695	142,5344245	-90,97	306	7,95088412	10,24	5,49	5	10,4	2,7
-48,38149441	130,5650093	-85,435	307	54,49349153	28,79	23,94	50,5	117,5	8,3
-3,969855652	-29,61883304	14,725	309	34,81304348	24,32	22,12	41	78,4	7,5
-33,38285971	144,4892955	-91,32	310	26,01473684	18,65	0	0	0	0
-45,35963829	129,9263817	-84,388	311	53,05489524	39	28,8	61,3	152,8	9,1
1,346343591	-24,03967362	11,392	312	30,03250873	21,9	16,8	23,2	55,7	5,9
-20,31095449	155,2269872	-94,824	313	6,894730539	7,3	0	0	0	0
-30,12933628	150,6443552	-93,305	314	14,13989251	16,38	0	0	0	0
-38,2757944	147,5998112	-93,702	315	14,27296	15,31	0	0	0	0
-37,18284862	141,5735606	-90,588	316	6,60783908	3,96	0	0	0	0
-26,71358941	150,2932019	-92,895	317	9,614415842	10,46	0	0	0	0
-32,49283298	152,1576349	-94,488	318	12,6493871	17,38	0	0	0	0
-29,93719601	154,1487041	-95,163	319	11,68242553	11,42	8,02	7,1	17,6	3,2
-24,30442355	153,6091877	-94,62	320	9,641256595	12,17	9,57	9,4	22,8	3,8
-43,69364112	147,2670105	-93,74	321	23,23466094	16,83	0	0	0	0
-1,09119	-28,15241	13,509	322	35,03766667	24,82	0	0	0	0
-36,96231791	149,7175643	-94,34	323	9,350317503	14,76	0	0	0	0
-29,73887306	147,3293567	-91,486	324	7,424846847	16,85	8,45	12,1	24,6	4,4
-38,04231305	135,0927363	-87,016	325	52	30,65	0	0	0	0
-26,46417652	148,6259799	-91,86	326	17,80670922	13,14	0	0	0	0
-25,02255191	149,9409567	-92,399	327	11,43657336	11,73	10,73	7,4	18,8	3,3
-22,40626011	152,3785745	-93,594	328	12,9770411	12,93	11,63	6,3	14,4	2,9
-29,84199559	140,2430958	-88,849	329	43,16579661	14,89	12,14	67,8	157,7	9,6
-34,43580671	137,6704921	-88,103	330	52,29682192	33,89	24,99	42,2	80,7	7,7
-24,7515566	146,9438328	-90,786	331	9,73693617	6,04	0	0	0	0
-38,15196	139,1557724	-89,476	332	9,01256	3,87	0	0	0	0
-29,1106237	155,6000522	-95,795	333	11,06724309	16,44	0	0	0	0
