"x"	"y"	"z"	"id"	"BHD"	"h"	"crownLength"	"crownArea"	"crownVolume"	"crownDiameter"
18,46241686	15,23911829	-7,295	39	43,18948571	31,31	15,81	31,5	70,4	6,8
39,12676205	50,21100335	-23,605	40	20,74873514	24,19	22,84	23,3	56,4	5,8
-81,83119029	76,86007086	-18,304	41	36,65611429	29,37	21,62	38,2	71,1	7,5
38,91369103	67,48351862	-30,545	42	11,8837931	10,06	0	0	0	0
40,8592948	69,02495296	-30,682	43	10,49616842	16,38	14,43	18,8	39,4	5,1
-70,22907105	42,54436267	-8,437	44	39,18662857	27,85	26,05	79,8	117,6	10,8
-33,62195517	76,29465997	-24,483	45	8,245523501	5,23	0	0	0	0
-67,33198629	85,80603924	-22,031	46	33,7679619	28,22	0	0	0	0
-83,8024061	77,79970933	-18,074	47	48,82998095	30,39	25,19	32,1	54,4	6,9
40,14995148	53,76626258	-24,566	48	13,73406452	14,1	0	0	0	0
-82,39314744	79,99763899	-19,541	49	21,22822535	17,77	15,87	26,9	57	6,1
-32,24943233	76,05351904	-24,422	50	12,53671233	10,09	8,99	9,8	17,8	10,2
-79,76816705	66,71367219	-15,072	51	33,59611429	28,12	24,82	26,4	43,3	6,6
-79,9451331	56,1694051	-11,874	52	17,65217391	11,02	0	0	0	0
-72,68803322	87,88452747	-22,015	53	26,77157082	31,18	0	0	0	0
-81,41123421	79,6238293	-19,392	54	8,470473684	7,83	0	0	0	0
4,892670286	11,43097257	-4,062	55	43,12622857	28,57	25,82	41,1	76,1	7,8
-83,8238581	69,26220571	-15,426	56	29,21721905	26,55	18,8	15,8	20,1	4,8
-64,60207088	41,25680339	-8,768	57	25,03480074	26,98	12,63	20,7	30,1	5,4
-68,1409692	77,5455528	-19,957	58	40,48592	29,34	11,99	18,6	29,5	5,4
-92,93594496	69,08101115	-14,713	59	27,66770358	31,79	27,74	58,5	116,1	9,4
-20,65875457	16,77576629	-4,573	60	45,47388571	30,84	24,74	36,1	68,6	7,1
8,625884096	17,81469289	-7,699	61	31,71293976	27,08	16,98	30,5	71,7	6,7
-96,098126	74,95422533	-16,498	62	40,34666667	31,45	29,6	37,6	63,7	7,2
-85,5393779	70,7745619	-15,744	63	39,89371429	28,49	23,54	31,4	48,2	6,9
-76,80551661	89,44610403	-21,76	64	23,96358879	24,86	0	0	0	0
12,33534924	28,15437521	-11,295	65	41,73993277	28,89	20,74	31,6	88,5	6,7
-90,34304169	83,47365729	-19,501	66	19,92925424	22,83	19,28	17	38,1	4,9
26,16910043	65,48769986	-29,206	67	6,847971014	1,83	0	0	0	0
-99,65612429	74,71754061	-15,424	68	26,83112747	23,09	0	0	0	0
-90,20379441	79,50979814	-17,981	69	17,9338882	16,15	12,8	13,8	25,9	4,7
-0,792755652	15,52415739	-5,955	70	35,89895652	27,98	16,68	33,3	62,1	6,9
-89,90663086	79,951566	-18,193	71	9,925085714	13,56	9,31	11	20,6	4,4
-96,76847445	70,67474823	-14,88	72	26,35517211	28,78	16,43	31,7	32,8	7
4,72867696	73,24461976	-28,023	73	13,85113476	11,03	0	0	0	0
-100,003006	81,84836467	-17,556	74	27,68253333	28,8	27,55	56,1	83,2	8,7
-0,792427238	27,27034648	-10,848	75	37,97333333	28,12	27,12	23,5	53,6	5,7
-93,0880461	84,38190076	-19,396	76	43,53478095	28,51	25,06	59,6	122,5	9,2
-64,59856079	74,92424569	-19,665	77	19,96417104	21,37	16,37	23,1	55,7	5,8
-77,6887276	76,3374446	-18,561	78	30,5268	25,41	14,01	19,4	34,4	5,2
2,426815226	71,81451893	-26,199	79	39,49640899	28,26	26,06	41,6	91,4	8
-100,6638322	77,38431935	-16,062	80	29,07286957	25,95	22,4	17	29,2	5
-81,26999886	56,9925351	-12,104	81	31,0984898	26,65	16,6	18,3	18,8	5,3
-76,74703804	80,67808947	-20,459	82	21,73087347	27,47	25,32	25,4	55,6	6,1
0,262923692	41,53122908	-16,586	83	33,25544615	27,39	19,74	27,8	68,3	6,1
-102,2986564	79,34670845	-16,431	84	31,07919398	24,49	18,54	9,2	7,8	3,7
7,806972584	49,74815449	-20,246	85	37,95635955	27,43	16,43	29,1	33,5	6,6
10,47550244	53,565177	-21,84	86	33,54641221	28,17	18,32	29	55,7	6,5
5,238426873	72,71530203	-27,669	87	13,52629973	2,35	0	0	0	0
2,684530333	19,57529833	-7,584	88	33,74053333	27,53	15,58	29,4	55,9	6,4
-76,46324519	89,40792061	-21,597	89	6,300142494	3,88	0	0	0	0
-38,67922982	29,87467006	-6,852	90	37,20706433	23,52	0	0	0	0
-3,98029	19,07693714	-7,122	91	28,24257143	26,28	8,03	9,7	17,1	4
-68,21454298	79,38838531	-20,907	92	8,474857143	19,67	0	0	0	0
-89,19124232	79,1821	-18,556	93	4,077747368	4,67	2,92	2,9	2,6	2,2
-1,217776973	20,07376141	-7,953	94	25,8155027	24,83	13,43	24	49,6	6,1
-4,832829333	64,5185261	-23,865	95	42,33059048	24,25	18,3	33,4	50,3	6,8
-5,474202775	30,96753998	-11,692	96	31,90669154	25,43	16,18	18,5	40,5	5,1
-42,50896459	77,03984813	-23,649	97	7,930889952	1,82	0	0	0	0
-9,414885149	64,43926614	-23,212	98	28,1830495	0,28	0	0	0	0
32,50289935	40,96269919	-19,596	99	9,065886179	4,9	0	0	0	0
8,612417644	45,54743496	-18,911	100	30,1218411	25,9	17,85	31,6	62,3	7,4
40,590788	61,19375067	-27,029	101	19,48053333	15,22	0	0	0	0
13,98385647	52,17636059	-21,546	102	30,05211765	29,17	20,72	21,7	36,7	5,6
39,66678832	41,43737304	-20,284	103	18,37050932	15,92	0	0	0	0
-4,05936941	52,82702715	-20,785	104	31,15805734	27,67	17,27	27,7	50,1	6,1
-7,708876571	50,50862486	-19,276	105	29,8156	27,22	16,87	21,3	47,7	5,6
43,10863887	68,25741141	-29,416	106	19,55890141	21,13	19,83	15,5	21,2	5
35,56235628	40,58076106	-19,722	107	10,52951574	3,31	0	0	0	0
-2,917442134	29,80438018	-11,737	108	28,45306098	26,89	16,19	24,3	47,6	5,9
-4,36129234	25,70610596	-9,952	109	22,66221277	24,42	9,97	17,7	37,8	4,9
-0,226757241	30,48595931	-12,111	110	38,26868966	27,93	21,48	28,3	61,4	6,3
-6,247993846	38,96068846	-14,31	111	24,52169231	17,47	11,77	25,3	70,5	6
-5,270000571	22,3479579	-8,823	112	34,5856	28,24	16,94	17,2	27,6	4,9
-36,8565408	63,0793377	-17,409	113	31,42795402	27,63	24,78	25,3	62	6
16,77171551	69,62356819	-29,403	114	15,36688563	9,84	4,44	4,7	4,8	2,9
-39,55602304	66,52042373	-19,356	115	34,57037267	26,4	0	0	0	0
21,2466653	64,26230984	-27,264	116	32,39593327	26,88	0	0	0	0
