"file.name";"x";"y"
"Bestand1";63,0927166345799;-26,4464940884814
"Bestand1";62,2027624772051;-8,20243386229878
"Bestand1";44,8486564083972;33,625411534315
"Bestand1";41,7338168575856;47,4197009736239
"Bestand1";42,178793936273;56,3192425473715
"Bestand1";43,5137251723351;60,7690133342453
"Bestand1";46,6285647231468;70,5585090653677
"Bestand1";42,178793936273;77,2331652456784
"Bestand1";29,2744586543389;78,1231194030532
"Bestand1";16,8151004510922;83,9078214259891
"Bestand1";2,57583393309599;83,9078214259891
"Bestand1";-16,113203371774;85,2427526620513
"Bestand1";-30,3524698897702;85,6877297407386
"Bestand1";-46,3716447225159;87,4676380554882
"Bestand1";-56,1611404536383;88,8025692915503
"Bestand1";-73,5152465224462;89,6925234489251
"Bestand1";-88,1994901191297;91,917408842362
"Bestand1";-98,8789400076269;92,3623859210494
"Bestand1";-104,663642030563;93,6973171571115
"Bestand1";-103,773687873188;90,1375005276125
"Bestand1";-102,883733715813;79,9030277178027
"Bestand1";-97,0990316928774;69,2235778293055
"Bestand1";-83,3047422535685;54,0943571539346
"Bestand1";-63,2807737126364;34,9603427703772
"Bestand1";-44,5917364077664;18,0512137802567
"Bestand1";-29,4625157323954;7,81674097044695
"Bestand1";-14,7782721357118;-1,52777768198807
"Bestand1";2,57583393309599;-11,7622504917978
"Bestand1";16,8151004510922;-26,001517009794
"Bestand1";22,1548253953408;-34,4560815048543
"Bestand1";34,6141835985874;-41,130737685165
"Bestand1";43,5137251723351;-45,1355313933514
"Bestand1";63,0927166345799;-45,5805084720388
