"id";"x";"y";"BHD"
1;-4,08770209523809;13,812044952381;37,0260190476191
2;-72,8869403243244;51,2599582702703;43,7082162162163
3;-69,2679408130082;72,1195081300813;36,6177723577236
4;-51,3884225287356;76,2996774712644;15,2365977011494
5;-10,4286691042584;65,794565814978;31,656234948605
6;-1,00486857142857;80,45135;39,8284285714286
7;-56,4960972413793;59,6918192572944;32,3279681697613
8;-48,0843836585366;65,8510378048781;34,5870975609756
9;-10,4387038848921;65,7827546282974;34,0135923261391
10;12,1933428070175;20,2600385964912;29,3322456140351
11;-82,5211672727273;59,2480296650718;29,6655502392344
12;-28,3535578;73,0433572;47,78936
13;43,4493183206107;68,1433740966922;26,4882951653944
14;-62,9728288571429;68,1727614285714;31,7852
15;37,2833040430108;50,9123290752688;19,0848430107527
16;37,2351675722544;66,3423316763006;9,85262427745665
17;-76,4093390163935;62,3130315409836;32,4554360655738
18;36,0230098709677;49,7880768387097;17,1409677419355
19;-69,7747217142857;78,067894;45,9238285714286
20;41,3815585714286;58,4402711428572;10,4985142857143
21;-60,8362205714286;76,8527954285714;33,2882857142857
22;15,3457458670989;19,9758303403566;35,8620421393841
23;-73,4329002;73,3701328000001;37,50912
24;-68,6044273882353;63,9011768941177;32,7678023529412
25;39,4191761904762;44,5703923809524;23,3125333333333
26;-73,7390485507247;80,2192963768116;51,6246086956522
27;29,3355098136646;40,5627265838509;7,01696894409938
28;16,2703105714286;15,5303134285714;31,1921142857143
29;-44,1684896;74,53857296;35,686512
30;-14,5847678583474;65,847500370995;43,8289983136594
31;-78,0836344067797;70,71;30,5208813559322
32;43,1083372881356;65,2359548022599;22,8164519774011
33;-48,6038415238095;49,2261032380953;30,5414095238095
34;-5,41319613231552;81,3016159796438;24,8191043256997
35;-71,5033947619048;57,0512828571429;29,4987619047619
36;-55,0394841379311;57,2181041379311;30,143724137931
37;-54,3943875524476;76,8714648951049;12,8106153846154
38;-75,2066059887006;68,368995141243;39,4958418079096
39;18,4624168571429;15,2391182857143;43,1894857142857
40;39,1267620540541;50,2110033513514;20,7487351351351
41;-81,8311902857143;76,8600708571429;36,6561142857143
42;38,9136910344828;67,4835186206897;11,8837931034483
43;40,8592947969925;69,024952962406;10,4961684210526
44;-70,2290710476191;42,5443626666667;39,1866285714286
45;-33,6219551701783;76,2946599675851;8,24552350081038
46;-67,3319862857143;85,8060392380953;33,7679619047619
47;-83,8024060952381;77,7997093333333;48,829980952381
48;6,46961655172414;73,1120684729064;17,3180492610838
49;40,149951483871;53,7662625806451;13,734064516129
50;-82,393147444668;79,9976389939638;21,2282253521127
51;-32,2494323287671;76,0535190410959;12,5367123287671
52;-79,7681670476191;66,7136721904762;33,5961142857143
53;-79,9451331014493;56,1694051014493;17,6521739130435
54;-72,6880332188842;87,8845274678112;26,7715708154506
55;-81,4112342105263;79,6238292982457;8,47047368421053
56;4,89267028571429;11,4309725714286;43,1262285714286
57;-83,8238580952381;69,2622057142857;29,2172190476191
58;-64,6020708752328;41,2568033891993;25,034800744879
59;-68,1409692000001;77,5455528000001;40,48592
60;-92,935944959792;69,081011147035;27,6677035842702
61;-20,6587545714286;16,7757662857143;45,4738857142857
62;8,62588409638555;17,8146928915663;31,7129397590362
63;-96,098126;74,9542253333334;40,3466666666667
64;-85,5393779047619;70,774561904762;39,8937142857143
65;-76,8055166088118;89,4461040320427;23,9635887850467
66;12,3353492436975;28,154375210084;41,7399327731093
67;-90,3430416949153;83,4736572881356;19,9292542372881
68;26,1691004347826;65,4876998550725;6,84797101449275
69;-99,6561242929257;74,7175406085733;26,8311274668556
70;-90,2037944099379;79,509798136646;17,9338881987578
71;-0,792755652173913;15,5241573913043;35,8989565217391
72;-89,9066308571429;79,9515660000001;9,92508571428572
73;-96,7684744459318;70,6747482325985;26,3551721065979
74;4,72867695959368;73,2446197591871;13,8511347554619
75;-100,003006;81,8483646666667;27,6825333333333
76;-0,792427238095239;27,2703464761905;37,9733333333333
77;-93,0880460952382;84,3819007619049;43,534780952381
78;-64,5985607897867;74,9242456858186;19,9641710449878
79;-77,6887276;76,3374446;30,5268
80;2,42681522565939;71,8145189266973;39,4964089906478
81;-100,663832173913;77,3843193478261;29,0728695652174
82;-81,2699988571429;56,9925351020408;31,0984897959184
83;-76,7470380408163;80,6780894693878;21,7308734693878
84;0,262923692307693;41,5312290769231;33,2554461538462
85;-102,298656390977;79,3467084511279;31,0791939849624
86;7,80697258426966;49,748154494382;37,9563595505618
87;10,4755024427481;53,5651769974555;33,5464122137405
88;5,23842687310862;72,7153020268787;13,5262997257882
89;2,68453033333334;19,5752983333333;33,7405333333333
90;-76,4632451908397;89,4079206106871;6,30014249363868
91;-38,6792298245614;29,8746700584795;37,2070643274854
92;-3,98029;19,0769371428572;28,2425714285714
93;-68,2145429778673;79,3883853118712;8,47485714285714
94;-89,1912423157895;79,1821;4,07774736842105
95;-1,21777697297297;20,0737614054054;25,8155027027027
96;-4,83282933333334;64,5185260952381;42,3305904761905
97;-5,47420277529672;30,967539983788;31,9066915378254
98;-42,5089645933015;77,0398481339713;7,93088995215311
99;-9,41488514851486;64,4392661386139;28,1830495049505
100;32,5028993495935;40,9626991869919;9,06588617886179
101;8,61241764383562;45,5474349589041;30,1218410958904
102;40,590788;61,1937506666667;19,4805333333333
103;13,9838564705882;52,1763605882353;30,0521176470588
104;39,6667883229814;41,4373730434783;18,3705093167702
105;-4,05936940978077;52,8270271500843;31,1580573355818
106;-7,70887657142858;50,5086248571429;29,8156
107;43,1086388732394;68,2574114084507;19,5589014084507
108;35,5623562783802;40,5807610623055;10,5295157428305
109;-2,91744213414634;29,8043801829268;28,4530609756098
110;-4,36129234042553;25,7061059574468;22,6622127659575
111;-0,22675724137931;30,4859593103448;38,2686896551724
112;-6,24799384615385;38,9606884615385;24,5216923076923
113;-5,27000057142857;22,3479579047619;34,5856
114;-36,8565408045977;63,0793377011494;31,4279540229885
115;16,77171551494;69,6235681922656;15,3668856324091
116;-39,5560230434783;66,5204237267081;34,5703726708075
117;21,2466652983486;64,2623098390099;32,3959332663635
118;15,1579126393934;69,9795980365433;15,911020651705
119;-21,3608906779661;54,2916074576272;34,8852203389831
120;-10,1962426666667;24,9189453333333;30,8797333333333
121;-23,1696126428571;66,3458560714286;39,0521
122;-10,5899854588235;33,303736;27,9447247058824
123;-14,950948;13,1558066666667;33,9456
124;-12,1285994285714;36,9584015238095;43,1909333333334
125;-52,1610531707317;65,1958476422764;31,6085203252033
126;-63,4759641860465;70,3348493023256;41,0133953488372
127;-31,9065892459017;43,1700142295082;40,0157901639344
128;-40,8020829189189;33,642749945946;36,8674810810811
129;-54,8151253416149;49,2023075776398;25,6635776397516
