"file.name";"x";"y"
"Bestand3";-11,4157379322467;-34,0634965244773
"Bestand3";23,4553968283197;-29,8483044105627
"Bestand3";25,7545925268186;-18,7355252011514
"Bestand3";17,3242082989894;1,19083751917231
"Bestand3";17,7074075820725;13,453214577833
"Bestand3";20,3898025636545;54,838737150813
"Bestand3";21,539400412904;69,4003099079727
"Bestand3";16,5578097328231;102,738647536206
"Bestand3";21,9225996959871;125,347405238112
"Bestand3";5,06183124032859;134,927387315191
"Bestand3";-14,8645314799951;158,302543583263
"Bestand3";-26,7437092555727;157,152945734014
"Bestand3";-53,9508583544762;142,208173693771
"Bestand3";-80,3916088872134;119,982615274948
"Bestand3";-110,664352250782;100,822651120791
"Bestand3";-121,010732894027;83,195484098966
"Bestand3";-115,26274364778;75,9146977203861
"Bestand3";-103,000366589119;57,9043314154782
"Bestand3";-92,2707866627909;41,4267622429028
"Bestand3";-78,0924131887145;11,9204174455004
"Bestand3";-63,914039714638;-13,7539345210705
"Bestand3";-52,0348619390604;-35,979492939893
"Bestand3";-42,4548798619818;-37,5122900722256
