"x";"y";"z";"id";"BHD";"h";"crownLength";"crownArea";"crownVolume";"crownDiameter";"f";"v"
-234,7357308;-13,85267568;-93,46;303;11,52805405;22,07;13,72;11,8;25,5;4,3;0,559006185817061;0,128771820721984
-246,1370973;-10,81448533;-93,574;304;27,73413333;25,98;21,33;15,4;40,9;4,7;0,481927533952012;0,756379876256776
-229,2592588;-16,72417756;-92,808;305;6,535926829;13,98;10,08;7,8;15,3;3,5;0,562796417402771;0,0263974964431195
-228,2114564;-24,23781832;-90,914;306;5,357305263;10,38;3,63;1,8;1,8;1,7;0,56874395261481;0,0133075103840171
-248,8486812;-16,13635797;-91,929;307;14,49432131;16,17;7,57;11,9;17,2;4,1;0,533541472981389;0,142352091953332
-248,7827469;-15,97261295;-92,301;308;9,892170338;12,89;4,39;4,5;3,5;2,6;0,556958560999141;0,0551758274392128
0,263246398;-10,85701528;0,649;309;14,42420329;18,39;16,89;12,1;30,3;4,1;0,540521237218845;0,162430672314334
-246,690505;-22,53208302;-90,194;310;8,675395349;7,57;6,57;33,8;13,5;13,3;0,564153116113787;0,0252441820083259
-234,1944553;-7,421827907;-95,94;311;27,2439408;26,51;21,81;20,7;47,2;5,6;0,485576094406672;0,75040680297476
-214,3662657;-24,93234629;-93,899;312;4,497428571;2,34;0;0;0;0;0,842063268727523;0,00313024990780164
-249,5731785;-8,749230388;-93,867;313;18,67536916;23,19;22,14;42,9;98,1;8,5;0,524255358727407;0,333021213550517
-224,5080845;-10,5719105;-96,421;314;33,9854;27,44;22,04;22,3;59,8;5,8;0,460121344690506;1,14533132892387
-246,0578246;-21,469792;-89,819;315;28,08281905;18,12;0;0;0;0;0,450039327831385;0,50510299691605
-235,7708068;-12,80130963;-93,833;316;5,956669388;8,76;6,91;5,5;2,7;9,3;0,577950541631196;0,014108851259277
-244,3817353;-10,60033132;-94,012;317;10,94770588;15,03;9,13;6,1;12,8;2,9;0,553595886490521;0,0783227556102402
-247,723622;-10,1952583;-93,775;318;18,54500912;18,4;11,35;10,1;21,1;4,2;0,510524672778686;0,253733927857128
-242,6575326;-6,636976656;-95,286;319;7,526609836;8,94;0;0;0;0;0,570963915097309;0,0227109274136252
-245,1809721;-22,35789515;-90,131;320;5,157861386;1,2;0;0;0;0;1,02836811303873;0,00257845206761736
-1,683893514;-16,78731405;0,009;321;16,90437838;14,43;13,08;11,3;33,3;4;0,50539336167501;0,163675680809915
-244,351121;-9,479480422;-94,098;322;7,390762742;8,13;0;0;0;0;0,573670155553361;0,0200088074731897
-222,2483407;-12,75601867;-96,016;323;30,642;27,94;15,54;17,5;34,2;5,1;0,474323652171549;0,977294109047869
-249,724928;-11,83512712;-92,665;324;24,52371862;20,81;0;0;0;0;0,481612464598158;0,473404442279425
7,942446208;-45,26776994;8,224;325;61,80816518;37,46;0;0;0;0;0,411971100370519;4,63037440446744
-193,9164051;3,787925322;-103,341;326;6,626420601;7,09;0;0;0;0;0,583758645615223;0,014273400084205
-8,583433524;5,49122019;-3,953;327;26,1624;20,32;0;0;0;0;0,470706507829339;0,514184464091668
8,392222341;-30,78006387;8,375;328;47,4036743;34,02;0;0;0;0;0,435283191703636;2,61348552490266
3,765383743;-36,23548588;6,099;329;54,86862745;34,02;22,67;41,8;89,4;7,6;0,418768074499203;3,36857288457659
3,516282286;-50,31045886;7,045;330;42,97870476;27,74;20,59;29,7;64,1;6,3;0,432160935203732;1,73919585219248
5,564686021;-45,22125084;7,823;331;4,217168869;1,33;0;0;0;0;1,18656682270656;0,00220432541096163
2,124219727;-33,990833;4,836;332;55,00263636;33,8;26,4;42,6;131,3;7,7;0,41805433859948;3,35742507276438
1,184754857;-47,59622886;5,503;333;48,86348571;39,69;25,04;29,9;68,5;7,1;0,441244201587807;3,28411896298138
-2,637299331;-46,15550079;3,062;334;52,23187842;39,86;30,56;51,4;126,3;8,7;0,434106694774064;3,70761771605143
-3,905459575;-49,02260972;2,989;335;37,03941567;28,25;27,25;27,3;93,8;6,2;0,451598654816809;1,37464078943469
-8,764542617;-56,8615586;-0,037;336;39,5408785;26,34;23,79;27,1;88,4;6,1;0,438219513781696;1,41739205060036
-3,935801825;-61,54482379;2,62;337;29,57066667;23,98;0;0;0;0;0,467751299339954;0,770329082598847
3,2897912;-46,3545448;6,964;338;7,55328;0,5;0;0;0;0;0,864510035259439;0,00193687276846661
-4,617713551;-23,09690531;-0,853;339;14,39374694;8,04;0;0;0;0;0,480765544811373;0,0628965742242955
-8,053665654;-50,90901199;-0,239;340;26,17213181;17,53;0;0;0;0;0,457020119992831;0,431007984063027
-3,041953188;-57,30333884;3,486;341;46,5642029;35,33;32,03;21,5;71,4;5,4;0,439739646467415;2,6456566886831
1,480431714;-62,28855286;6,267;342;48,70611429;34,32;0;0;0;0;0,43276973398439;2,76733036237056
7,417324721;5,405270885;3,869;343;22,39682623;24,8;18,75;40,2;110,7;7,8;0,506035397549753;0,494419305499025
-8,210969408;-35,30775085;-2,384;344;17,11330511;6,59;3,49;3,1;4,7;2,1;0,407176943805442;0,0617200488358059
-13,22978696;-56,37302424;-3,466;345;4,223126365;2,46;0;0;0;0;0,856010846873604;0,00294966306162312
-8,531111245;-49,43643663;-0,089;346;32,05773494;22,89;0;0;0;0;0,453371847275877;0,837637072076713
8,021415;4,093769048;4,88;347;18,3162381;16,06;0;0;0;0;0,502069439866958;0,212457355106374
-45,95686133;3,119997333;-22,807;348;55,46213333;42,45;22;50,5;113,4;8,3;0,431060364417947;4,42077904276754
-5,656425524;-61,90567848;1,606;349;53,24460952;32,53;29,58;31,3;84;6,6;0,419047123757255;3,03520550720939
-27,86713638;-27,158788;-12,886;350;48,30902857;40,9;17,55;62,9;204,2;9,4;0,444181371577019;3,32989193193638
-26,17343345;-36,91345996;-10,805;351;56,35431537;38,97;30,07;36,8;148,3;7,3;0,424451416529408;4,12574736110069
-10,94598041;-43,08781369;-3,029;352;8,224245902;6,2;0;0;0;0;0,570367508286792;0,018785749307758
-20,57710903;-42,74300863;-6,049;353;39,3074813;28,33;24,08;32,5;96,1;6,6;0,444554846592718;1,52831275687422
-23,21065861;-50,37019981;-8,459;354;55,66114149;39,84;30,14;80,8;165,9;10,6;0,427101884730567;4,14042494166712
-56,25631703;-46,40443853;-29,027;355;52,06664915;41,69;32,14;59,2;183,7;9,5;0,436964673480091;3,87871046260015
4,875853422;-63,2261556;7,698;356;53,23822812;33,91;0;0;0;0;0,421925662280922;3,18493664344339
6,356529719;0,672698876;4,034;357;29,05344578;26;0;0;0;0;0,47604650601302;0,820555397861923
-3,006055231;-20,14250908;-0,378;358;13,74375385;9,93;7,73;6,5;16,9;3;0,509658936291057;0,0750809069434851
-14,91062376;-54,23584281;-5,149;359;7,057933216;5,56;0;0;0;0;0,588718931280319;0,0128064206748368
-4,898876054;-38,7021981;1,397;360;42,03254422;31,95;22,9;41,5;118,5;7,7;0,445048270294717;1,97305512172794
-6,458748;-29,45901333;-1,253;361;5,432133333;7,78;0;0;0;0;0,586745422493993;0,0105793754740983
9,686885428;1,235632201;6,038;362;19,55700984;25,21;20,36;14,5;34,2;5;0,523482507118217;0,396433009409167
-29,08671067;-37,823682;-13,051;363;66,43666667;42,86;24,86;37,4;86,4;7,4;0,412235946055173;6,12496449548362
-35,2492859;-42,34587558;-16,288;364;48,88382462;33,98;26,93;41;132,2;7,8;0,431702285989788;2,75313786132245
-8,322122041;-37,77518276;-1,59;365;12,01835294;8,31;3,01;4;4,4;9,8;0,523251462854124;0,0493277451573351
-11,98942019;-7,387381143;-4,15;366;78,74617143;29,64;0;0;0;0;0,368766312335609;5,32326659875328
-28,84327958;-34,09285568;-13,735;367;61,31286316;44,89;36,99;78,6;262,8;14,2;0,423271915018447;5,60999060589288
-7,731588954;-33,24701842;-1,858;368;8,08533578;14,55;11,8;25,4;60,7;6,5;0,563812310759416;0,0421195332991708
-33,23075448;-37,16855124;-16,471;369;47,40426667;33,38;13,88;45,1;96,4;7,9;0,434027928898662;2,55698838510146
-14,82059875;-58,35120825;-4,788;370;10,37585;9,13;0;0;0;0;0,550196111576398;0,042474232989976
-40,24419676;-35,32828378;-20,495;371;47,91778378;32,85;0;0;0;0;0,43171640368915;2,55750948425594
-16,50070517;-22,55013605;-6,15;372;19,49424976;27,93;16,53;28,7;72,9;6,7;0,52915193448094;0,441117469194043
-32,01498458;-46,1983939;-14,92;373;49,71013559;41,13;33,58;41,7;66,2;12,9;0,441322227190043;3,52285110226748
-31,28885396;-43,4855025;-14,684;374;24,010125;21,94;20,84;19,2;28,8;5,4;0,488580367439273;0,485345892486692
-42,65939623;-41,3117066;-21,242;375;38,98083019;35,64;18,94;69,4;99,2;11,8;0,460742731623999;1,95969388730279
-44,35760514;-25,25739429;-22,455;376;58,88472381;44,45;29,4;61,1;120,3;9,1;0,427070253073778;5,16971085990667
-38,59454952;-25,20215619;-18,17;377;59,70914286;43,01;30,11;51,1;178,7;8,6;0,423813521363542;5,10406040987453
-53,13344433;-47,52683358;-27,277;378;42,61688333;32,24;22,39;25,8;80,9;6;0,444035186317515;2,04204670831095
-19,23784886;-22,77991714;-8,692;379;48,4704;37,26;0;0;0;0;0,438466059506113;3,01454603827994
-46,14288448;-45,09979034;-22,606;380;42,21993103;34,9;0;0;0;0;0,450217811468524;2,19974844752519
-50,87468112;-23,14597012;-26,936;381;33,31400803;41,75;31,9;39,5;107,4;7,3;0,487248674251629;1,77317173341976
-50,4760099;-13,67700571;-27,052;382;58,4751619;41,02;32,42;26,8;65,2;6,1;0,423420826510998;4,66445189789948
-60,79262486;-1,760989143;-31,509;383;56,8648;41,17;22,32;21,1;49,7;5,5;0,426652929126631;4,46100296581321
-48,34521924;-33,12479276;-24,643;384;51,92761905;32,15;0;0;0;0;0,421053034262932;2,86684676464578
-37,09938329;-19,87204429;-18,071;385;65,1324788;42,44;39,29;45,4;145,8;8,2;0,413788117697053;5,85111299983622
-41,68200371;-18,38807571;-21,883;386;58,59228571;41,46;0;0;0;0;0,423809509587688;4,73773491142768
-47,33769725;-10,4948749;-24,881;387;48,47568627;31,56;18,96;36,1;64,2;7,3;0,427605987359572;2,49068374082613
-49,45684298;0,914519794;-25,086;388;48,55675064;33,2;25,55;22,6;46,1;5,7;0,430917936399195;2,64924284218325
-44,28670715;-3,356004915;-22,584;389;27,32826807;18,83;0;0;0;0;0,457698492207937;0,505526470774914
-54,28426857;-37,33732476;-29,065;390;34,72209524;28,79;17,14;21,1;54,1;5,6;0,46088079368563;1,25641179355013
-24,62059952;-48,12035429;-9,014;391;10,39190476;3,27;0;0;0;0;0,526405219812294;0,0145998413592375
-30,82595143;-6,799154286;-13,85;392;47,3212;25,4;0;0;0;0;0,413299309166885;1,84628939760971
-23,5371049;-4,822949398;-10,775;393;62,84605622;36,05;0;0;0;0;0,407691526380083;4,55913964378947
-16,78586209;-17,64815325;-6,125;394;62,610249;34,95;30,9;61,8;147,3;9,1;0,40603128494389;4,36905408473786
-33,2361299;-48,02537771;-15,713;395;45,21059048;31,87;23,27;34,9;75,9;7;0,436358089989394;2,23251988296734
-39,10712218;-40,28500249;-19,309;396;44,04948287;11,93;0;0;0;0;0,325095136160885;0,591047555545017
-45,87616267;-14,86404533;-23,995;397;35,81386667;41,94;35,84;45,2;98,8;8,1;0,479206692559887;2,02462039389802
-15,6424249;-0,829855882;-7,246;398;12,99168627;8,38;0;0;0;0;0,507674552334137;0,056396265112104
-25,15610087;-2,492609517;-11,231;399;59,1652112;33,39;0;0;0;0;0,409098963703017;3,7554978534214
-70,16673108;5,614046104;-35,613;400;71,09457028;45,51;33,66;55,9;115,8;8,9;0,408375433376317;7,37783931491335
-10,51960211;0,878340248;-4,439;401;25,26370186;20,64;0;0;0;0;0,476856735646226;0,493379920713137
-15,12164373;2,740185522;-7,195;402;35,0560597;29,23;0;0;0;0;0,460757669048777;1,2999225239047
-13,07087048;2,464261905;-6,035;403;16,5352381;19,83;17,03;8,2;19,2;3,5;0,529651820356541;0,225540204925391
-21,47074196;-20,98016549;-9,713;404;59,04023529;41,67;37,72;94,7;266,8;11,1;0,423272134693339;4,82868882940518
-7,046925429;1,855795143;-2,547;405;55,53531429;32,41;31,01;47,7;117,7;9,2;0,41404470937193;3,2505333039573
-39,92439822;11,67304827;-20,445;406;48,95538222;30,86;21,46;39,6;85,9;7,7;0,424860394523818;2,46793059800104
-33,67314646;-7,310795404;-15,782;407;42,94626087;38,65;35,25;55,3;151,3;8,7;0,454260237062026;2,54328376216831
-40,32417237;-2,146315763;-20,32;408;36,39027119;42,83;27,68;34,3;97,3;7,3;0,478400871745592;2,13108367528139
-10,96363895;3,476121579;-4,526;409;18,06480702;16,89;15,09;9,4;22,1;3,9;0,507915570178014;0,21987594059615
-37,17185652;-6,686861449;-17,539;410;51,99730435;41,24;33,24;48,4;116,4;8,7;0,436514706020785;3,82268996465865
-33,31831124;-14,17040876;-15,991;411;63,43382857;43,07;22,57;93,2;223,4;11,6;0,417420846908784;5,68173189027421
-60,09416598;6,606095193;-30,604;412;52,96;23,4;0;0;0;0;0,392217764078966;2,02175698021345
-46,01701431;9,054849412;-24,178;413;22,53501961;21,78;0;0;0;0;0,496504409725191;0,431307239155283
-50,12557288;-2,934708588;-25,908;414;42,9039096;33,69;31,39;17,6;25,5;5;0,446136168327708;2,17296165729062
-17,75176125;11,63194231;-8,512;415;26,51160125;26,46;12,71;10,7;19,6;3,9;0,488903173624911;0,714125425433699
-39,36660438;14,47823208;-20,262;416;29,09445833;24,8;16,8;15,2;26,6;4,6;0,47242470144166;0,778923329571728
-34,70890667;12,86373095;-17,001;417;32,67295238;30,41;0;0;0;0;0,472000625004531;1,20344330389981
-35,3727852;9,212003252;-15,841;418;26,57469919;13,05;0;0;0;0;0,420361692010492;0,304270773848838
-43,38517249;10,57869165;-22,061;419;26,84075789;18,34;11,79;27,4;45,5;6,1;0,457761077587955;0,475026266785096
-40,26243714;0,008611429;-20,509;420;58,52815238;30,64;0;0;0;0;0,40401289612287;3,33045445842452
-58,95890129;13,69705109;-30,7;421;23,15533185;25,63;14,43;30,8;59,5;6,9;0,503922511553827;0,543881474564883
-62,2275979;-27,79324476;-34,279;422;54,12251429;45,38;33,88;50,3;101,5;8,3;0,43721375951571;4,56461466911849
-51,66914915;7,641162726;-26,78;423;17,93078726;13,16;0;0;0;0;0,488074136404038;0,162192318111955
-58,63199549;-46,35607517;-30,007;424;48,9;35,46;29,21;30,4;56,3;6,6;0,434419716063466;2,89304945874896
-21,32156379;7,958831429;-9,641;425;10,5469;11,83;0;0;0;0;0,552030519616416;0,057054167318402
-13,4055182;-10,74552393;-3,434;426;38,83724138;26,82;23,97;28,6;65,2;6,6;0,441858127655646;1,403874389399
-55,283604;-4,901317333;-29,003;427;81,588;46,41;40,36;56,6;157,2;8,8;0,395120555690033;9,58702032645943
-74,41762318;14,07506357;-38,432;428;31,08693679;24,65;19,5;25,4;63,9;6,3;0,46339046584478;0,866981357940227
-9,729052;-7,179673333;-2,095;429;56,2496;39,75;34,3;77,6;199,2;10,3;0,425822240788018;4,20624177425407
-57,46617667;-2,497228571;-30,542;430;68,34047619;41,43;0;0;0;0;0,407308053449078;6,18990256785771
-48,844154;7,54175;-25,317;431;23,5508;23,82;18,62;30,8;75,2;6,9;0,496993935634947;0,515696348870804
-63,32737676;7,999108762;-31,993;432;55,54068571;42,33;33,38;41;61,5;8;0,430752417032803;4,41761991812351
-41,11009429;15,72286429;-21,396;433;27,08314286;23,53;0;0;0;0;0,47783658222533;0,64772300960323
-66,509508;13,081294;-34,749;434;20,3472;26,46;17,56;33,2;59,2;6,8;0,521484502214954;0,44867351640657
-96,5819219;23,6514021;-50,583;435;39,92841905;31,46;29,46;50,6;109,2;8,8;0,450074204679622;1,77295189432987
-46,37523733;13,56153981;-24,144;436;45,38064762;33,43;27,38;40,4;82,7;8;0,43914030100121;2,37449320908038
-52,52507597;12,96313321;-27,735;437;26,88377719;24,75;17,65;26,4;46,8;6,2;0,482516614206963;0,677887976597848
-67,69147963;16,96303734;-36,007;438;23,51768167;27,88;18,83;30;56,3;6,7;0,507072633340346;0,614103875662814
-55,89109267;16,24185267;-29,727;439;23,73306667;26,58;0;0;0;0;0,503101202982646;0,591572438933102
-64,15815331;17,50275082;-34,36;440;20,89316717;32,77;0;0;0;0;0,5290447225474;0,594384215161481
-54,281956;-31,84556857;-29,189;441;62,46312381;46,09;28,05;75,5;260,2;10,3;0,422668148237987;5,96957633525078
-53,62336798;6,653860884;-28,295;442;11,75919217;7,6;0;0;0;0;0,522878180288764;0,0431577672130895
-52,69770543;6,061918908;-27,133;443;8,255725429;5,3;0;0;0;0;0,571890205293456;0,0162251563605685
-85,35668657;15,97020462;-43,289;444;23,55605138;17,83;12,63;17,2;42;5,1;0,474105781604345;0,368401561104242
-55,50829887;-35,27713133;-30,108;445;49,57844;32,54;22,84;24,5;24,8;7,5;0,427168460704192;2,68344269053036
-55,92082191;13,04974388;-29,168;446;18,8614029;18,25;0;0;0;0;0,507652600009452;0,258861431996856
-50,96219977;-33,4409354;-27,022;447;44,43101149;26,51;0;0;0;0;0,424522161691685;1,74490736844973
2,764151045;-7,227188358;1,912;448;8,20519403;8,06;0;0;0;0;0,567797923022668;0,02419894505496
-73,64077084;3,225638252;-37,352;449;30,69166434;28,84;24,74;24,2;54,6;5,7;0,476243274486033;1,01614310074227
-53,69061908;5,843518754;-27,753;450;11,68438033;6,08;0;0;0;0;0,511097467023518;0,0333202736236107
-88,34503373;25,18689173;-46,762;451;34,696;30,49;20,79;24,5;53,8;6;0,464858637817661;1,34006859441264
-52,07385667;-27,05403833;-27,833;452;34,35266667;30,22;20,22;41,8;92,8;7,5;0,465480933976252;1,30378850935392
-68,82869448;-13,392776;-38,234;453;63,52365714;46,13;18,33;76,4;152,3;10,5;0,420929741176555;6,15394958933091
-63,3891249;-7,703526078;-34,714;454;50,81560784;37,96;34,16;32,5;84,9;6,7;0,434297261141186;3,34346995821081
-61,24467603;-45,48876589;-33,178;455;52,57503876;36,78;21,03;35,8;85,2;7,1;0,428588315636748;3,42216650519226
-68,76538942;-36,22569151;-37,982;456;53,12879678;41,56;37,46;22,1;62,5;5,7;0,434581986881037;4,00402796768778
-69,41491811;-39,20875432;-38,394;457;46,7156;40,81;15,31;42,2;84,5;7,7;0,447792466111871;3,13225507064265
-71,98075677;17,03396514;-37,834;458;32,19010642;27,94;21,44;30,2;65,3;6,8;0,46817018881218;1,06454705829628
-92,046042;19,52638286;-47,527;459;30,02051429;23,91;0;0;0;0;0,465548674620415;0,787899469480383
-61,72579826;-9,809503964;-33,811;460;61,12965908;44,77;25,82;25,8;57,3;6;0,423449876357349;5,56394634915261
8,092330246;2,659424561;4,808;461;39,76364912;18,01;6,41;8,2;14,2;3,7;0,400474364217764;0,895675676677759
-69,76837924;-3,46634019;-36,848;462;63,31500952;43,91;18,86;76,3;140;10,4;0,418675281654305;5,78820618060992
-78,41584856;-7,258172656;-42,258;463;41,77078075;33,99;21,49;24,5;64,9;6,4;0,449810644485091;2,09515404732115
-57,63352095;-27,10383219;-31,446;464;30,01946667;25,17;20,37;19;50,1;5,3;0,469487820922909;0,836379485518398
-57,93562886;6,165311714;-29,68;465;60,83097143;44,01;34,01;71,6;127,1;10,1;0,423063143754221;5,41122940658315
-65,2676785;-36,00782965;-35,269;466;45,3;1,85;0;0;0;0;-0,682522951297296;-0,203505088928505
-8,20569697;9,494218182;-3,941;467;31,87745455;24,53;17,18;13,3;25,6;4,3;0,459763982886356;0,900097688455338
-72,2081572;-2,7197636;-37,929;468;49,43952;31,07;23,77;27,4;64,6;6,5;0,424218487951973;2,53028369835013
-55,893424;-23,94384476;-30,407;469;50,70567619;38,75;33,05;26,8;79,5;6,2;0,435754030260838;3,40969990979493
-63,70214738;-36,94059333;-34,127;470;41,16319048;35,15;23,6;24,6;81,6;5,8;0,453589081826272;2,12175805914838
-68,92558313;-41,56280337;-37,94;471;32,94775904;27,76;21,06;21;75,6;5,4;0,464816775399987;1,10012719107352
-68,058392;-25,18280667;-38,378;472;46,668;33,69;0;0;0;0;0,436433788860377;2,51505587103285
-57,80666675;-24,44566744;-31,464;473;60,51044301;44,55;0;0;0;0;0,424276004211264;5,43559042334701
-56,72509696;-38,26989441;-30,071;474;50,7911003;36,23;30,23;24,3;70,4;5,9;0,431502364560399;3,16750010268724
-58,54962594;-14,36646966;-32,21;475;41,75426601;46,15;29;31,8;70,8;7,3;0,46647703494339;2,94776977893256
-83,38306905;-45,69155204;-47,03;476;69,94084672;42,74;34,84;62,3;146,5;9,2;0,406646703843359;6,67733902399172
-67,31961;-20,95075057;-37,636;477;59,04108571;46,67;41,17;64;83,7;9,3;0,429292799870684;5,48516829525073
-61,34293086;-11,62140457;-33,331;478;73,45817143;47,85;43,35;46;121,7;8,6;0,407577219742914;8,26536339930014
-90,277556;-28,38607333;-51,719;479;51,4992;41,51;34,71;40;117,2;7,5;0,437930566570708;3,78659484316923
-80,22843837;-26,01896976;-45,839;480;43,53154409;36,46;0;0;0;0;0,449349426373999;2,43836593002045
-70,49074724;-26,66862667;-40,166;481;60,12110476;43,27;0;0;0;0;0,42340438636235;5,20099018561873
-85,90277067;-35,0254139;-48,962;482;67,72891429;44,95;23,8;63;156,1;9,2;0,412804522748519;6,68516686480091
-92,60253339;-40,53734596;-52,427;483;55,92824965;37,28;27,58;39,5;154,6;7,7;0,422587783672251;3,87030488951411
-73,38514151;-49,56572529;-41,479;484;15,74468817;10,74;0;0;0;0;0,491385424709771;0,102750645892477
-79,74640137;-44,28045305;-44,699;485;72,51526316;43,23;40,73;57,3;132,1;9,3;0,403489718269784;7,20387957357236
-87,69688267;-29,87365067;-50,379;486;62,59893333;39,16;37,01;27,3;34;6,3;0,413339844568024;4,98165562814139
-76,44276089;-14,936612;-42,774;487;42,99767819;38,97;32,17;25;35,5;6,3;0,45458405033127;2,57231701801392
-76,98946626;-11,9970374;-42,608;488;21,97383566;18,29;10,39;17,6;35,8;5;0,486400409356048;0,33737217648584
-58,00739279;-16,40503593;-31,375;489;67,7420459;45,03;36,28;51,2;156,6;8,7;0,412879121728388;6,70087270970302
-82,23390076;-23,68818743;-46,876;490;63,58891429;48,2;41,85;58,9;116,3;9,3;0,423033667106411;6,47552033548218
-88,13194933;-35,57473867;-49,857;491;30,27093333;26,07;0;0;0;0;0,471002103914935;0,883701073877758
-82,33947677;-32,05170834;-46,719;492;78,54041116;44,06;0;0;0;0;0,396225229746044;8,45790574459008
-23,09620145;-29,75656309;-10,252;493;9,410181818;5,55;0;0;0;0;0,555068220996343;0,0214252183931265
-70,99638795;-17,4952845;-38,949;494;37,97787952;24,2;17,65;31,5;68,4;6,5;0,436234876756682;1,1958784955998
8,82652998;-1,405018244;6,497;495;35,19693413;20,18;0;0;0;0;0,429307770149282;0,842926025599709
-78,06329486;-18,2726901;-44,139;496;74,94887619;44,35;0;0;0;0;0,401461620444867;7,85520980849115
-83,75080762;-9,959259012;-46,121;497;49,91034353;30,89;23,64;15,4;34,1;4,6;0,422705824278705;2,55462489265443
-86,70065105;-24,18031143;-49,549;498;69,6112;44,42;0;0;0;0;0,409281785282878;6,91909181559558
-94,21343364;-8,548871439;-51,218;499;45,72780303;42,01;34,01;29,3;56,2;6,4;0,451720544698538;3,11654268074731
-35,49953135;-0,566959888;-17,678;500;44,33424719;44,64;26,84;48,4;102,5;8,1;0,458235889126848;3,15777981485398
-74,84804773;-0,991695611;-39,036;501;40,20378055;37,29;26,94;17,2;52;4,9;0,459783967229267;2,1765561503629
-100,2923933;-2,756150933;-53,474;502;60,23893333;43,81;31,71;84,8;188,6;11,1;0,423864552920457;5,29230395761095
-79,37509095;-5,008045714;-42,047;503;67,59685714;43,79;0;0;0;0;0,411593906124313;6,46824961333193
-91,77544629;-4,870256;-48,713;504;46,32495238;37,52;29,17;48,7;99,9;8,3;0,443978927955979;2,80766334638921
-13,99708;6,420940857;-6,237;505;40,06331429;25,89;20,59;23,9;41,6;5,8;0,435207436022233;1,42040432828249
-70,30520974;8,401990526;-35,793;506;26,34564474;39,91;38,21;39,7;101,9;7,5;0,511960550234329;1,11384758816551
-96,7732089;-11,14636091;-54,135;507;60,85144357;46,17;29,22;85,5;207,5;10,7;0,42553229632776;5,71378709357364
-80,93408095;0,571116599;-41,213;508;55,18155102;39,39;0;0;0;0;0,427385588642231;4,02609058892013
-96,11892339;-3,814386271;-51;509;57,09620339;40,12;36,97;35,9;96,6;7;0,424733767111919;4,36296829354169
-83,610874;-3,47211;-44,171;510;71,35;35,31;0;0;0;0;0,392608101412807;5,54287150385048
-91,15039695;-19,22042324;-51,375;511;48,0408;39,35;26;40,1;132,2;7,6;0,442649305465463;3,15729285627676
-83,3638352;-11,4074148;-46,448;512;50,84328;44,5;40,35;28,9;93,6;7,1;0,443006258118219;4,00245883216224
-77,03963196;2,252396257;-39,259;513;33,92407821;29,01;26,11;12,8;39,7;4,2;0,464266773084975;1,21736643883764
-87,08014914;-10,68505143;-48,482;514;42,5332;41,46;0;0;0;0;0,459139825327572;2,70470721954985
-93,55271833;-42,71102733;-52,547;515;51,74226667;32,81;0;0;0;0;0,422882456126815;2,91747188651993
-59,3201107;-25,30087989;-32,561;516;42,30512432;31,81;26,46;35,2;69,5;7,1;0,443992569683452;1,98524999632298
-98,44581652;9,833645806;-47,533;517;45,83913604;37,33;16,03;42,2;49,4;7,6;0,444871336890205;2,7406598877295
-93,68416262;7,417910467;-45,175;518;43,05226168;34,05;26,65;34;106,6;7,5;0,446414839445485;2,21277656362346
-90,04205733;-25,089684;-52,179;519;47,73786667;48,72;42,27;34,8;89,9;6,8;0,454249621494964;3,96111772079879
-112,314071;-13,80520757;-63,282;520;60,53364324;47,21;30,21;60,9;229,4;9,3;0,427212443032047;5,80445436451497
-93,70405143;-10,59005143;-51,647;521;53,26337143;44,84;43,79;52,1;80,5;9,4;0,438336578307014;4,37945939224096
-107,6879539;-31,05112464;-60,65;522;64,92371564;44,58;28,63;64;209;9,4;0,4168279756813;6,15167720167694
-106,0760092;-7,324889719;-59,109;523;53,96719679;40,91;22,76;31,6;86,2;7;0,431992985025478;4,04255349575919
-80,26515103;6,776786342;-39,695;524;42,47399552;37,92;27,22;41,9;78,3;7,6;0,454443075672638;2,44165294878557
-77,12710998;-49,50745962;-43,753;525;12,38153532;13,42;0;0;0;0;0,541812164764722;0,0875467746218698
-86,99678386;7,952198131;-42,695;526;67,97219938;2,09;0;0;0;0;-0,684906359066466;-0,519433566891323
-71,87850724;-45,79289962;-40,108;527;40,96182857;39,35;27,95;23,2;76,9;5,8;0,46062819850525;2,38860210257501
-139,5304;21,70632;-73,315;528;7;31,7;0;0;0;0;0,554673527201594;0,0676678943380953
-83,82273;26,43186;-45,212;529;34,26;39,31;37,31;53,8;69,2;8,7;0,481081971051714;1,74335858249419
-82,95638;19,75704;-43,481;530;23,54;21,1;11,4;11,4;19;4;0,488286135847356;0,448393849640616
-83,6849;17,13831;-43,322;531;31,94;26,24;16,94;17,5;36,6;4,9;0,464653898828108;0,976906774438622
-75,94684;23,59654;-40,682;533;58,16;36,67;33,07;61,6;99,9;9,3;0,417252707114141;4,06488955470582
-174,315;15,663962;-94,812;534;27,28;33,91;31,06;50,1;104,1;8,8;0,500099478403093;0,991203449347866
-174,1771;8,024344;-96,731;535;34,7;33,79;20,14;20;40,7;5,4;0,471271128974021;1,50594065392851
-110,0029;12,92709;-55,769;536;59,96;36,11;0;0;0;0;0,412924709279606;4,21028495166556
-113,803;16,25465;-56,683;538;12;6,4;0;0;0;0;0,506867837265484;0,0366882571905222
-102,24755;11,39129;-49,643;539;46,14;37,39;0;0;0;0;0,444226187300489;2,77718418646765
-97,54171;8,31969;-47,446;540;56,02;42,21;25,31;39,2;71,5;7,6;0,429664963052595;4,4701426574114
