"x";"y";"z";"id";"BHD";"h";"crownLength";"crownArea";"crownVolume";"crownDiameter";"f";"v"
-23,90149;8,201551;-11,657;541;21,1;26,4;0;0;0;0;0,517063550007716;0,477312318089837
-19,45161;11,883532;-9,639;542;40,8;31,31;0;0;0;0;0,44719108290112;1,83057029282096
-6,458771;12,23795;-2,728;543;11;34,28;0;0;0;0;0,562782985497694;0,183339914279188
-86,3997;2,533294;-43,873;544;64,74;37,19;0;0;0;0;0,406499468003499;4,97647047084499
-75,15925;1,27315;-38,731;545;57;39,07;0;0;0;0;0,423359652014259;4,22077760420288
-72,16879;4,226611;-36,438;546;50,42;41,59;21,04;49,4;67,3;8,5;0,440364943754803;3,65676644451718
-11,42058;-1,837828;-4,81;548;4;19,57;0;0;0;0;0,510374737091976;0,0125513331987721
-233,5274;-12,29069;-94,178;549;31,12;25;16,5;19,5;43,9;5,2;0,464339320554418;0,882967113186611
-232,9367;-12,07411;-94,403;550;4;6,61;3,06;1,2;1,3;1,5;0,615897321986419;0,00511587163960042
-218,4671;-11,93628;-96,799;551;12,56;20,11;0;0;0;0;0,554444597655859;0,138146341144471
-216,951;-12,96014;-96,893;552;11,86;9,86;0;0;0;0;0,534151574700202;0,0581836131993496
-215,6318;-10,99117;-97,848;553;14,66;2,41;0;0;0;0;0,21715590659894;0,00883377861528876
-214,8245;-10,89272;-97,553;554;8;2,23;0;0;0;0;0,601550260061635;0,0067428987319
-214,923;-10,61706;-97,872;555;8;5,48;0;0;0;0;0,575190617578574;0,0158439041758727
-196,3406;-6,501909;-99,399;556;41,68;31,71;0;0;0;0;0,445530907096889;1,92761093363188
-196,8919;-6,915394;-98,775;557;16;20,81;0;0;0;0;0,535882657491799;0,224218596258674
-122,9761;-3,784726;-68,345;558;42,6;43,68;35,18;36,1;57,9;7,2;0,461608023649008;2,87385636509208
-81,79469;-12,60573;-45,493;559;15,14;2,75;0;0;0;0;0,240616166111811;0,0119123961660472
-74,15746;-7,722673;-40,044;560;37,28;30,31;17,61;21,6;67,8;5,5;0,455768110019142;1,50789659153932
-43,3108;-10,79427;-22,464;561;74,24;40,65;36,65;46,6;156,9;8,1;0,397444756796199;6,99363769152754
-27,97488;-11,54248;-13,388;562;62,2;40,54;15,24;21,3;54,9;5,4;0,416086075266428;5,12551580501682
-19,21533;-4,493556;-8,972;563;73,84;39,24;0;0;0;0;0,395857770864176;6,65183443232991
7,732757;-4,099761;5,757;564;27,74;21,06;19,06;5,8;18,6;2,9;0,465697695114867;0,592741384424424
6,925477;-7,309189;5,014;565;10;10,41;0;0;0;0;0,554633009606148;0,0453467664735543
10,056146;-8,392124;7,414;566;27,32;15,08;0;0;0;0;0,434152708753086;0,383791301986219
-245,5334;-20,22327;-90,366;567;62,1;26,91;0;0;0;0;0,386699313950153;3,15181110280493
-225,4546;-13,45;-94,979;568;10;2,98;0;0;0;0;0,532667161073826;0,0124670031382836
-224,4504;-14,37542;-94,991;569;7,34;11,85;0;0;0;0;0,566872141078917;0,0284240177486497
-230,7905;-21,68031;-91,641;570;11;33,65;21,4;11,8;8,9;4,1;0,562646183992863;0,179926734488211
-217,4236;-17,17136;-95,489;571;17,96;25,11;21,96;7,5;19,9;3,5;0,532890838712007;0,338990488492609
-223,7834;-17,4864;-93,423;572;6;15,68;0;0;0;0;0,55682704672442;0,0246864568913762
-38,76247;-18,19523;-19,111;573;66,66;38,45;21,2;30;74;6,8;0,405465763518539;5,44090362813162
1,2178401;-14,31635;2,284;574;46,14;12,52;0;0;0;0;0,326900094582059;0,684328199912343
3,698747;-15,83246;4,082;575;48,9;18,85;0;0;0;0;0,378682110807892;1,34058310995489
3,0292959;-17,25012;4,267;576;18,32;7,06;0;0;0;0;0,400621215726227;0,0745554619749819
3,8562649;-18,13616;4,214;577;17,38;16,61;0;0;0;0;0,512054533615946;0,201778678629645
3,8759547;-19,69165;4,41;578;7;8,29;0;0;0;0;0,575645175098282;0,0183651872535353
-0,5542363;-20,24296;1,691;579;41,88;20,95;18,9;73;250,9;11,2;0,410207650332435;1,18383454921422
-189,0972;-30,71551;-95,502;580;38,9;30,88;29,78;44,3;105,6;8,2;0,451926171698518;1,65857023948096
-156,5375;-33,33425;-91,116;581;21,86;11,49;0;0;0;0;0,437712670145459;0,188755381878872
-151,2237;-29,57351;-88,171;582;74,8;41,02;0;0;0;0;0,397196825390578;7,15969466882569
-141,8931;-28,13616;-82,347;583;68,88;43,08;23,73;59,5;136,3;9,1;0,408703868470105;6,56085744260487
-121,6766;-32,50728;-69,234;584;77,12;43,86;38,16;37,4;115,5;7,2;0,397868965850679;8,15140770526827
-77,69922;-26,75788;-44,091;585;76,64;44,39;0;0;0;0;0,399186734842868;8,1745173433865
-60,94803;-33,09797;-33,304;586;61,36;44,25;0;0;0;0;0,422429547955576;5,52749230619793
-154,2929;-37,05322;-89,701;588;5;15,59;0;0;0;0;0,545355295239382;0,0166938128177413
-153,9606;-33,78473;-89,638;589;7;8,64;0;0;0;0;0,574494786131208;0,0191023058985415
-151,0662;-35,16301;-87,75;590;8;10,09;0;0;0;0;0,566926989230061;0,0287533303594771
-148,5656;-36,36408;-86,061;591;8;9,5;0;0;0;0;0,567537058031897;0,0271011478327252
-145,5727;-37,26981;-83,919;592;8;7,72;0;0;0;0;0,569942642842369;0,0221165971587955
-150,5936;-37,17136;-87,68;593;10;11,23;0;0;0;0;0,555276303650935;0,0489754886720633
-149,176;-40,43986;-86,932;594;15,8;12,03;0;0;0;0;0,50103514708838;0,118178337145998
-147,8371;-42,01504;-86,159;595;7;17,61;0;0;0;0;0,560615591015248;0,0379936037434157
-129,9635;-39,12064;-74,557;596;9;13,18;7,53;22,6;58;6,1;0,561506248656139;0,047080916031791
-73,33049;-43,05859;-41,125;597;72,7;45,38;33,28;23,9;76;5,7;0,405888619888642;7,64592563263524
-2,267243;-39,92792;2,882;598;41,24;30,64;25,09;24,7;95,8;6,3;0,444430154199976;1,81894460611605
-108,7231;-43,78473;-60,165;599;9;8,63;0;0;0;0;0,561230241530548;0,0308124875133926
-104,4898;-44,94642;-58,655;600;6;10,5;0;0;0;0;0,569952020647322;0,0169207644151125
-102,6413;-45,45835;-57,163;601;10;10,18;0;0;0;0;0,554433962671906;0,0443289541495822
-100,7511;-46,56098;-56,458;602;9;12,1;0;0;0;0;0,561459522712748;0,0432193989329185
-79,5531;-49,5436;-45,05;603;6;10,3;0;0;0;0;0,570723470177296;0,0166209307287703
-67,18729;-49,9673;-37,155;604;7;9,42;0;0;0;0;0,572238600162483;0,0207450274502697
-61,0431;-50,3482;-32,176;605;6;13,29;0;0;0;0;0,561611484476195;0,0211034443395866
-27,85674;-45,16301;-12,526;606;93,54;43,83;39,38;53,2;190,7;8,7;0,377891733731464;11,3821282589096
-25,88777;-50,49893;-10,539;607;55,1;25,94;0;0;0;0;0,397165636745306;2,45660152198698
-2,50352;-51,95597;3,418;608;37,34;35,87;29,22;31,9;93,3;6,7;0,466129168227618;1,83094865326361
-10,042;-58,1659;-1,079;609;5;5,2;0;0;0;0;0,631429988336535;0,00644701139099663
