"x";"y";"z";"id";"BHD";"h";"crownLength";"crownArea";"crownVolume";"crownDiameter";"tile";"scanID";"f";"v"
-47,31903543;-0,161325007;-6,915;1;16,46948025;15,79;10,69;12,4;24,9;4,4;"tile_6_14";1;0,515863980186961;0,173526977999731
-94,36792495;11,39824752;-17,797;2;33,51927619;25,61;16,61;21,9;38,9;5,5;"tile_4_15";1;0,456693963048063;1,0320815027311
-67,42276766;-48,83558553;-45,107;3;9,150079027;10,85;0;0;0;0;"tile_5_12";1;0,560520564079807;0,0399908706995497
-54,82023165;-55,6823992;-44,841;4;28,1982008;25,84;19,39;15,2;36,2;4,8;"tile_6_12";1;0,479429095719497;0,773658988177362
-83,1385581;-45,32396143;-46,857;5;27,54304762;27,41;15,36;15,7;32,5;4,6;"tile_4_12";1;0,486413927891357;0,794381103630447
-80,35905771;9,963523714;-13,875;6;36,14314286;28,15;22,55;26,2;54,7;6,1;"tile_4_15";1;0,454349074159317;1,31222937859535
-85,74823845;-49,86448833;-50,113;7;31,06997647;25,49;0;0;0;0;"tile_4_12";1;0,466015961181163;0,900621597042916
-49,45262041;-74,53594555;-54,032;8;27,27679702;21,7;9,7;9,5;22;3,7;"tile_6_11";1;0,470501974323399;0,59662000197262
-40,49285867;-8,675665333;-10,108;9;14,5396;22,44;0;0;0;0;"tile_6_14";1;0,548325699173302;0,204294301408737
-48,55960087;-69,5918005;-51,259;10;24,80198758;19,96;0;0;0;0;"tile_6_11";1;0,476623906632576;0,459620310396852
-50,93490377;-63,01901745;-48,858;11;45,75953902;32,73;18,98;31,6;45;6,6;"tile_6_11";1;0,436772814108541;2,35101157346536
-63,50053453;-55,68093328;-48,303;12;25,6515493;26,99;20,84;14;24,1;4,5;"tile_5_12";1;0,494348587545711;0,689530156906119
-76,20860237;-3,023503132;-18,602;13;29,72785873;26,12;18,67;22,7;63;5,7;"tile_4_14";1;0,473447349294941;0,858345234648382
-53,71901192;-51,27412288;-42,143;14;33,24;25,26;21,71;13,1;40,3;4,4;"tile_6_12";1;0,456690990425649;1,00107750319934
-45,604324;-58,63077474;0;15;24,10391579;NA;NA;NA;NA;NA;"tile_6_11";NA;NA;NA
-83,8282019;-50,61679398;-49,783;16;25,19369897;24,35;19,9;17,6;41,5;5,1;"tile_4_12";1;0,489779857162462;0,594529814901265
-78,35223457;-45,878152;-45,284;17;24,29954286;22,96;9,81;6;11,2;3;"tile_4_12";1;0,490330181263802;0,522091470483706
-77,15295485;-46,67370661;-45,291;18;11,79239485;12,17;7,62;4,8;11,4;2,7;"tile_4_12";1;0,543162995779113;0,0721962532087065
-58,94218307;-65,92558221;-52,553;19;43,41926084;24,7;18,1;27,7;52,1;6,1;"tile_5_11";1;0,421307907667859;1,54081783557774
-123,7195611;13,190056;-28,28;20;43,90205405;20,16;0;0;0;0;"tile_2_15";1;0,400100195553806;1,22100896587495
-56,86714898;-56,86560704;-46,477;21;25,89763265;25,32;15,02;13,8;20,1;4,6;"tile_5_11";1;0,488924639722689;0,652102161283537
-43,31351733;-72,20649067;-51,437;22;41,33946667;29,95;26,2;31,8;50;6,7;"tile_6_11";1;0,442537179020419;1,77896011022316
-54,26778364;-61,69090212;-48,686;23;19,74860606;14,03;11,28;7,2;6,8;3,4;"tile_6_11";1;0,478425399218499;0,205605474328575
-56,00526956;-20,16620899;-22,523;24;24;26;11,8;16,2;28,3;4,9;"tile_6_13";1;0,500330675073346;0,588495088837111
-57,5693372;-60,068407;-48,737;25;38,94592;26,99;0;0;0;0;"tile_5_11";1;0,442006201863373;1,42116683424454
-77,21586705;5,706060571;-14,698;26;29,16213333;26,42;10,62;7,5;10,8;3,4;"tile_4_15";1;0,476701817159501;0,84121708497708
-46,88449602;-67,07276435;-49,47;27;22,80496894;22,69;13,24;16,1;35,1;4,7;"tile_6_11";1;0,497832537200003;0,461388350700076
-48,76024043;-56,2538313;-43,331;28;37,59176087;29,14;0;0;0;0;"tile_6_11";1;0,452023257944243;1,46192653418327
-77,66300974;-51,26106313;-48,147;29;7,149828571;11,42;3,02;2,3;2,6;1,9;"tile_4_12";1;0,567727073416962;0,026030760017806
-41,49637034;-15,68780249;-14,9;30;25,69852716;23,51;4,41;11,4;9,2;4,9;"tile_6_14";1;0,484681213886013;0,591037674134458
-61,04655912;-69,52005973;-56,085;31;35,46699178;31,51;27,01;30,7;67,2;6,5;"tile_5_11";1;0,464342113332637;1,44552320144542
-51,56717574;-64,52262255;-49,872;32;4,417787234;8,55;0;0;0;0;"tile_6_11";1;0,580556725866066;0,00760869628319267
-46,97660988;-64,24707375;-47,599;33;10,187425;4,43;0;0;0;0;"tile_6_11";1;0,539526611615232;0,0194820802180453
-62,7305704;-58,01040133;-49,202;34;29,53312;28,72;21,92;19,2;38,7;5,4;"tile_5_11";1;0,480744738552124;0,945817873674359
-49,60434429;-53,27869343;-42,324;35;6,360285714;11,97;8,37;10;11,5;3,8;"tile_6_12";1;0,566204285316287;0,0215332922319135
-70,80558831;-44,80423578;-41,982;36;7,11346988;11,44;4,34;3,2;3,8;2,2;"tile_5_12";1;0,567732697296641;0,0258120683768049
-63,0315752;-64,18339985;-52,772;37;39,33379655;31,02;26,72;34;82,6;7;"tile_5_11";1;0,450908869089275;1,69962138465246
-79,28688377;-48,16405753;-47,149;38;21,54031169;23,42;10,42;10,1;23,9;3,9;"tile_4_12";1;0,507314176681291;0,432969931915731
-54,31509645;-73,74237909;-55,405;39;9,558272727;9,11;2,46;4,8;3,8;2,7;"tile_6_11";1;0,55698817045199;0,0364093617698351
-73,6356678;-48,05842935;-45,351;40;5,836422764;5,59;0;0;0;0;"tile_5_12";1;0,607534670877487;0,00908586421139792
-84,34380102;10,99600071;-15,626;41;8,991020408;8,4;0;0;0;0;"tile_4_15";1;0,561282282473337;0,0299342559497344
-68,32489353;-53,59298941;-47,336;42;7,741058824;12,86;10,31;5,6;12,8;2,9;"tile_5_12";1;0,565285666282598;0,0342136618430968
-63,61868646;-48,72241315;0;43;8,315688716;NA;NA;NA;NA;NA;"tile_5_12";NA;NA;NA
-45,541382;-58,6170552;-43,534;44;39,94152;26,63;0;0;0;0;"tile_6_11";1;0,437851651104662;1,46095626770094
-62,53674953;-67,05961013;-55,518;45;19,43502146;21,79;0;0;0;0;"tile_5_11";1;0,515704835069207;0,333363743101395
-68,77980118;-53,4086298;-47,049;46;9,985960784;16,28;6,18;3,1;4,7;2,2;"tile_5_12";1;0,557875250807771;0,0711313562524932
-68,18827789;-58,91622772;-51,409;47;7,801209985;11,58;3,43;4,6;5,9;2,6;"tile_5_11";1;0,566252365093653;0,0313424113114444
-68,12585861;-60,11924762;-52,188;48;10,36657377;7,66;0;0;0;0;"tile_5_11";1;0,54778145162635;0,0354157512510842
-72,01470656;4,127630917;-13,731;49;29,47281805;29,91;22,36;17,8;37,5;5,2;"tile_5_15";1;0,483577692617035;0,986769867282311
-67,83135658;-57,7592967;-50,476;50;4,850981818;2;0;0;0;0;"tile_5_11";1;0,856067239981571;0,00316436846979388
-72,277259;-51,8588533;-46,658;51;7,683109905;10,38;1,73;1,1;0,8;1,4;"tile_5_12";1;0,567939481724647;0,0273314949596565
-68,43486559;-49,7129197;-45,33;52;5,069675978;3,97;0;0;0;0;"tile_5_12";1;0,668577859072555;0,0053578775507561
-69,76910925;-59,43141808;-50,818;53;35,00852669;27,51;0;0;0;0;"tile_5_11";1;0,456616873293869;1,2091497654067
-72,76583096;-54,13454491;-48,067;54;15,83040719;23,08;15,58;12;19,7;4,3;"tile_5_12";1;0,541901201723899;0,246167078689096
-87,95825805;-48,68057409;-50,282;55;13,06018677;7,98;0;0;0;0;"tile_4_12";1;0,502626466416971;0,0537324819284543
-78,47636938;-54,37254313;-48,874;56;26;20,41;0;0;0;0;"tile_4_12";1;0,471947178812154;0,51141442822327
-46,23830838;-10,92287838;-13,887;57;31,61983784;20,96;0;0;0;0;"tile_6_14";1;0,447432595566858;0,736424206986962
-81,74772371;-57,74498943;-53,163;58;22,85565714;19,79;0;0;0;0;"tile_4_11";1;0,487311855780301;0,395667225899264
-70,06208027;-54,72863792;-47,708;59;6,194;10,48;2,88;1,2;1,5;1,4;"tile_5_12";1;0,570235787937925;0,0180072766239209
-46,85052729;-81,32937203;-56,924;60;26,52749153;25,47;16,17;14,8;36,1;4,5;"tile_6_10";1;0,486248824836131;0,684494180477603
-58,43744616;-70,11432845;-54,9;61;28,94857534;34,6;32,7;26,8;60,8;6,9;"tile_5_11";1;0,494140659545809;1,12530684764149
-47,24237653;-1,818093533;-8,661;62;30,80865469;28,73;0;0;0;0;"tile_6_14";1;0,475519006741851;1,01844799392069
-79,65055163;-51,49078588;-49,24;63;11,16307704;14,9;7,7;6,4;10,1;3,1;"tile_4_12";1;0,55266106824152;0,0805940287353584
-47,13556393;-76,0582927;-53,957;64;22,53750562;25,46;16,26;18,1;41,2;5,2;"tile_6_10";1;0,506885968511378;0,514837586950587
-55,31939905;-65,3809788;-51,184;65;5,48972935;5,59;4,39;7,8;9,4;3,4;"tile_6_11";1;0,613436398418029;0,00811658045951238
-46,17124103;-33,29206818;-28,195;66;18,85718213;25,92;13,42;13,9;20,2;4,7;"tile_6_13";1;0,529112816426997;0,383024673695148
-74,71033768;-52,97338998;-47,802;67;5,28552782;5,67;0;0;0;0;"tile_5_12";1;0,615587952549283;0,00765843054709872
-70,49189429;-54,45363031;-47,77;68;4,877838509;3,86;0;0;0;0;"tile_5_12";1;0,681727075288933;0,00491747957450014
-52,66481926;-76,06403873;-55,761;69;26,9914293;19,36;11,91;21,8;39,3;6;"tile_6_10";1;0,462048034324658;0,511839886900865
-51,93714798;-4,571296328;-11,905;70;26,66887601;29,85;25,45;22,2;46,9;5,5;"tile_6_14";1;0,495711940463149;0,826557405764867
-40,72947145;-67,62861771;-47,675;71;35,60229008;24,08;0;0;0;0;"tile_6_11";1;0,4440352362603;1,0644362775822
-48,63973925;-5,412246398;-11,004;72;35,34852174;28,65;25,65;26;63,6;6,2;"tile_6_14";1;0,458341097415731;1,2886821735591
-56,85900383;-72,73615503;-55,331;73;13,56817696;23,3;21,6;13,7;31,4;4,8;"tile_5_11";1;0,554591816271992;0,186836729862945
-43,03303236;-82,30159837;-56,06;74;26,36904065;25,86;17,91;20,7;48,8;5,5;"tile_6_10";1;0,488052313305857;0,689244702715028
-47,9442985;-78,217968;-55,574;75;31,6079;27,35;15,55;16,1;34,7;4,9;"tile_6_10";1;0,468959485248044;1,00640740077832
-49,19231259;-72,35129446;-53,474;76;6,230607143;6,61;5,46;9,5;15,9;3,9;"tile_6_11";1;0,590933840125798;0,0119094289806405
-70,26965622;10,05904411;-9,594;77;33,88851892;27,81;24,91;19,2;41,8;5,4;"tile_5_15";1;0,461440559319231;1,15747551451002
-50,3012119;-80,13202571;-57,667;78;18,44704762;22,77;12,22;11;19,8;4,2;"tile_6_10";1;0,524672090986754;0,319296834519499
-105,2714781;18,48027598;-18,613;79;20,70622751;23,42;11,07;14,6;27,4;4,7;"tile_3_15";1;0,512287333256388;0,4040102214081
-44,01856603;-72,35592123;-52,034;80;5,839591572;2,29;0;0;0;0;"tile_6_11";1;0,724030937902468;0,00444065909340492
-78,92652686;2,314165834;-16,586;81;30,2095891;27,28;14,23;17,6;38,7;5,2;"tile_4_14";1;0,47446807771642;0,927749827113796
-67,88260176;2,883058824;-12,61;82;25,38513725;25,39;18,64;14,2;29;4,5;"tile_5_14";1;0,491670523455753;0,631808968297707
-51,67437528;-75,06129397;-55,17;83;7,572118033;8,65;5,05;6,4;11,7;3;"tile_6_11";1;0,571287526859801;0,0222533542243822
-68,03305182;-53,31694364;-47,335;84;4,420386364;6,28;0;0;0;0;"tile_5_12";1;0,617415795266969;0,00595042138688525
-62,83314514;-48,29632143;-43,362;85;21,80782857;23,98;0;0;0;0;"tile_5_12";1;0,507264283011585;0,454358014963677
-77,90066459;-52,30983213;-48,571;86;5,867029508;11,22;5,72;2;3,6;1,7;"tile_4_12";1;0,566993430235189;0,0171987668839849
-81,4868877;3,333462777;-17,195;87;27,91652021;27,91;20,41;24,5;48,7;5,9;"tile_4_14";1;0,485903717382923;0,83008488265703
-68,87289392;-54,17623318;-47,827;88;6,408274165;3,08;0;0;0;0;"tile_5_12";1;0,647359594480575;0,00643084962856052
-70,83730059;-54,09690356;-47,681;89;7,105512979;12,67;5,97;2,3;4,2;1,8;"tile_5_12";1;0,565880146028754;0,0284303251953673
-73,57955491;6,869931596;-12,634;90;28,21706793;27,97;16,82;13,8;19,7;4,5;"tile_5_15";1;0,484704605387262;0,847780184245044
-49,72604917;-74,6089275;-54,147;91;11,07116667;5,07;0;0;0;0;"tile_6_11";1;0,518276287499177;0,0252956566427431
-68,407488;-47,61276686;-44,279;92;4,146685714;5,5;0;0;0;0;"tile_5_12";1;0,64401949437825;0,00478358863600048
-68,47907404;-46,44162596;-42,84;93;5,28522807;5,91;0;0;0;0;"tile_5_12";1;0,611373199927642;0,00792704320283991
-96,96106933;9,200093905;-19,451;94;31,6336;28,84;15,29;17,7;36,7;5,1;"tile_3_15";1;0,472498253994039;1,07098301415561
-109,6825695;17,39963728;-19,954;95;26,65319417;25,24;18,29;17,4;38,1;5;"tile_3_15";1;0,485012827957306;0,683016166985367
-101,3272876;-28,45113961;-43,037;96;8,378;7,85;0;0;0;0;"tile_3_13";1;0,566597830015862;0,0245197002714131
-90,18821208;15,0100195;-14,982;97;26,13766667;33,18;23,53;26,1;51,6;6,1;"tile_4_15";1;0,504014584441889;0,897311010873198
-119,1831939;-17,86177292;-43,654;98;16,93619876;13,07;0;0;0;0;"tile_2_13";1;0,496806905035853;0,146280008203092
-90,8979642;2,06719042;-22,549;99;10,03781513;8,97;0;0;0;0;"tile_4_14";1;0,552896304229944;0,0392468130951523
-127,8960656;-10,26607724;-45,079;100;25,55239257;22,23;0;0;0;0;"tile_2_14";1;0,481231390320342;0,548588165437659
-137,305266;0,677774;-41,869;101;41,2252;27,91;18,16;21,4;51,2;5,6;"tile_1_14";1;0,437655977644678;1,6304524021283
-76,16146155;2,836967081;-15,509;102;22,48491925;26,32;18,07;12,9;27,3;4,2;"tile_4_14";1;0,50918335853273;0,53214824238896
-146,6130248;15,34908937;-35,338;103;16,81650262;21,04;11,99;8,5;15,2;3,6;"tile_1_15";1;0,530987117961818;0,248136676126119
-130,496924;-7,920972;-44,606;104;29,94493333;24,8;14,45;16;44;4,7;"tile_2_14";1;0,46869542807851;0,818613646889377
-143,8623498;9,957038448;-37,703;105;4,547471515;4,16;0;0;0;0;"tile_1_15";1;0,682348244571874;0,00461030083580807
-146,2802158;7,920227815;-39,195;106;7,214705882;11,31;6,01;3,1;5,1;2,2;"tile_1_15";1;0,56782053980231;0,026254324381849
-148,8850057;10,86895959;-38,251;107;16,77065177;17,39;0;0;0;0;"tile_1_15";1;0,519971871117592;0,199741908932908
-142,3416416;-0,700062182;-45,055;108;20,0956;17,14;0;0;0;0;"tile_1_14";1;0,493875023796534;0,268484808739259
-145,8870127;0,432197574;-45,564;109;18,58419672;21,77;18,82;15,1;35,6;4,8;"tile_1_14";1;0,521175039960644;0,30776519682453
-135,2139027;0,241438703;-41,583;110;29,77165405;30,15;25,45;14,6;39;4,6;"tile_2_14";1;0,482836503475434;1,01340541766563
-141,6824691;-6,59297427;-49,646;111;17,84876404;16,46;13,06;37,6;73,3;7,4;"tile_1_14";1;0,507676239116575;0,209084985097048
-146,1049435;0,261026551;-46,164;112;16,91293913;2,91;0;0;0;0;"tile_1_14";1;0,190024631330101;0,0124231274482144
-138,4444133;23,60717467;-28,564;113;14,6256;11,5;0;0;0;0;"tile_1_15";1;0,510204635076028;0,0985733473726131
-146,4010409;3,185419139;-43,5;114;17,51603828;20,6;0;0;0;0;"tile_1_14";1;0,525050338827429;0,260633247922989
-88,86863216;18,10571054;-13,445;115;36,67967568;24,86;23,81;28;56,4;6,3;"tile_4_15";1;0,442898545846157;1,16344600869648
-146,4754909;7,613137684;-39,551;116;11,68433684;12,3;3,95;3,6;4,8;2,3;"tile_1_15";1;0,544455179657589;0,0718067487948555
-147,4517864;14,67838795;-35,73;117;12,04443373;12,6;4;10;9,2;4;"tile_1_15";1;0,542213322780962;0,0778400997513931
-143,8525126;9,301896729;-37,801;118;10,93988785;15,67;11,72;7,4;24,1;3,3;"tile_1_15";1;0,55426292459338;0,0816395207429623
-120,598866;11,233406;-27,803;119;32,6704;21,51;14,96;19,4;28,3;5,5;"tile_2_15";1;0,445400529598275;0,803137537027592
-143,3894753;3,83196677;-41,435;120;28,08192547;21,64;0;0;0;0;"tile_1_14";1;0,466330587334421;0,625021281510536
-141,4827443;21,30886;-30,431;121;24,90695652;16,78;8,43;13,6;14,3;4,5;"tile_1_15";1;0,460027164980146;0,376102864347282
-141,4045086;21,69145332;-30,381;122;4,307734748;3,56;2,11;1,3;1,5;1,4;"tile_1_15";1;0,730712378461558;0,00379126595240535
-138,8398436;21,2022172;-29,951;123;6,921227656;7,64;5,04;4,3;6,5;2,4;"tile_1_15";1;0,578641601783032;0,0166325624665204
-81,75708131;8,037478754;-14,91;124;38,95891148;28,55;0;0;0;0;"tile_4_15";1;0,446207396037754;1,51861045934264
-134,7479799;26,16107442;-25,955;125;6,601424893;21,38;19,93;18,8;39,1;5,2;"tile_2_16";1;0,55557604542151;0,0406552342169086
-139,5458473;-0,004411429;-43,904;126;9,081167702;7,99;0;0;0;0;"tile_1_14";1;0,560448042717505;0,029003833892113
-74,06425471;13,07845883;-10,327;127;31,6353463;26,88;0;0;0;0;"tile_5_15";1;0,467618354101362;0,987997579157996
-103,03769;15,98002584;-18,607;128;24,38460314;25,73;10,13;18,1;31,3;5,1;"tile_3_15";1;0,497660444262548;0,597990347923735
-135,2296774;25,57342893;-26,9;129;9,002326026;4,98;0;0;0;0;"tile_2_16";1;0,560607175004606;0,0177699968302398
-141,9376696;27,39737764;-28,918;130;9,404800573;11,83;10,68;6,8;10;3,3;"tile_1_16";1;0,559294570000739;0,0459636395932435
-79,17748;6,1479364;-14,824;131;34,17432;24,38;15,53;18,4;32,6;5,3;"tile_4_15";1;0,450310746539011;1,00701434587499
-136,7874166;26,78156305;-26,806;132;11,83570621;7,37;0;0;0;0;"tile_1_16";1;0,519659813575895;0,0421371206050146
-142,1290338;22,18956;-30,474;133;4,524095238;10,28;8,88;6,9;10,5;3,1;"tile_1_15";1;0,564302580545633;0,00932520762092817
-137,7106406;25,99747796;-27,209;134;14,84414159;15,24;7,34;10,4;17,6;3,9;"tile_1_16";1;0,527294785699625;0,139071616100674
-114,4670157;3,089055828;-29,754;135;31,44268387;24,29;13,49;20;42,7;5,3;"tile_3_14";1;0,460764714696988;0,86903211920074
-141,701928;21,3463554;-30,339;136;8,690012422;9,64;0;0;0;0;"tile_1_15";1;0,563355695308114;0,0322099758353553
-105,0155863;-2,474846782;-28,553;137;34,60701149;23,62;8,57;19;28,3;5,6;"tile_3_14";1;0,446052085319589;0,991022564464019
-79,18177746;-0,863592687;-18,137;138;26,24698507;25,99;18,34;16,5;35,2;4,9;"tile_4_14";1;0,48898114196704;0,687617814623153
-81,1221081;-1,584601459;-19,511;139;24,50745543;24;15,5;14,2;28,7;4,6;"tile_4_14";1;0,492353436342767;0,557409722391933
-104,7369973;-11,036488;-33,433;140;17,7432;22,43;9,58;9,3;16,5;3,8;"tile_3_14";1;0,52836052945573;0,293030898993391
-131,4208989;-20,72389068;-55,657;141;50;34,22;31,07;44,3;137;7,8;"tile_2_13";1;0,429605571501221;2,88655475663648
-82,02582084;11,81442517;-14,162;142;21,81461538;10,86;0;0;0;0;"tile_4_15";1;0,430397754734724;0,174696749408873
-120,2893756;2,170536;-32,079;143;28,1456381;24,54;16,59;14,1;29,3;4,5;"tile_2_14";1;0,475943649619721;0,726678271674198
-120,3504086;2,467242381;-32,299;144;12,76066667;17,23;6,13;6,2;11,1;3;"tile_2_14";1;0,548569287126665;0,120879700823123
-88,24876887;-4,55623913;-24,542;145;29,30643478;27,87;20,67;20,8;44,3;5,4;"tile_4_14";1;0,479730108312318;0,901882173621002
-48,66786672;-2,951657059;-9,688;146;19,52129412;17,42;0;0;0;0;"tile_6_14";1;0,499346401649381;0,260349750845143
-81,09612506;-10,49467146;-24,398;147;11,22969958;7,63;0;0,6;0,4;1;"tile_4_14";1;0,533002959282357;0,0402791517178784
-61,33758024;-1,047960047;-13,799;148;32,74330353;24,19;22,84;19;40,4;5,2;"tile_5_14";1;0,455185395952228;0,927169331101361
-106,381652;30,72395076;-13,688;149;17,91193011;12,45;0;0;0;0;"tile_3_16";1;0,482863825858368;0,151484666771107
-105,3033725;12,42722298;-20,502;150;30,07649162;25,16;15,96;23,2;49,4;6,2;"tile_3_15";1;0,469213737044401;0,838736584175523
-99,58944381;26,20018057;-13,089;151;41,27264762;27,41;24,61;34,4;55,3;7;"tile_3_16";1;0,436120752167056;1,59930144056284
-95,79263771;22,8688861;-13,721;152;34,88392381;26,95;18,65;22,2;32;5,9;"tile_4_15";1;0,455540984960636;1,17334780687554
-79,5839194;-12,99045888;-25,291;153;14,45919403;22,24;11,54;12;25,1;4,3;"tile_4_14";1;0,54842808893474;0,200277667833695
-67,02013333;-7,576591494;-17,754;154;31,63954023;24,74;12,49;22,2;35,4;5,8;"tile_5_14";1;0,461398921988907;0,897483514610477
-58,14822511;-4,562490917;-16,057;155;9,192559398;10,24;0;0;0;0;"tile_5_14";1;0,560131861747715;0,0380673815165511
-58,08199554;-4,775221692;-15,783;156;17,42950769;11,76;6,06;12,2;27,1;4,2;"tile_5_14";1;0,481896315553631;0,135213809745584
-62,4371572;-5,012361549;-15,505;157;5,267300401;27,34;23,84;25;32,9;6,4;"tile_5_14";1;0,532853816450902;0,0317448037931287
-62,53088514;-5,477170286;-16,089;158;45,22257143;32,78;29,68;30,8;56,3;6,8;"tile_5_14";1;0,438240117526078;2,30739245827481
-98,30435429;22,44477371;-15,065;159;29,0036;24,74;11,74;10,5;14,9;3,9;"tile_3_15";1;0,4726492150804;0,772560201388481
-98,55234297;22,6355385;-15,285;160;14,25594862;10,79;0;2,6;2,4;2;"tile_3_15";1;0,509585820468299;0,0877649084093752
-109,9397232;31,13117878;-15,167;161;33,05476706;18,41;0;0;0;0;"tile_3_16";1;0,428448202196486;0,676877684979899
-62,77667253;8,424634395;-8,169;162;49,22957512;29,73;0;0;0;0;"tile_5_15";1;0,421448882680146;2,38496424481131
-75,05221475;7,276970612;-13,504;163;31,67022731;26,28;0;0;0;0;"tile_5_15";1;0,465841527131716;0,964396896351757
-67,80028149;-14,77494451;-21,332;164;34,4815419;25,01;0;0;0;0;"tile_5_14";1;0,451230323490408;1,05384127926828
-109,6292597;31,36325995;-14,865;165;7,265686375;12,97;7,77;8;11,7;6,2;"tile_3_16";1;0,565530299701068;0,0304115832738245
-67,07263196;-33,23436435;-34,191;166;26,00547826;25;15,3;16,8;25;5;"tile_5_13";1;0,487515212090537;0,647362818709073
-56,9673176;-7,468983467;-16,68;167;33,26490667;31,14;25,54;23;46;5,9;"tile_5_14";1;0,471330516396397;1,27557696330869
-62,21463833;-10,58340833;-18,992;168;28,83106667;24,65;0;0;0;0;"tile_5_14";1;0,473150953749358;0,761426426480232
-73,81044704;-19,02125041;-27,214;169;20,19395581;24,16;18,01;19,7;51,6;5,2;"tile_5_13";1;0,517254593520549;0,40025242384117
-63,61968274;-15,09176833;-21,597;170;30,96602707;28,26;25,61;21,4;55,9;5,5;"tile_5_14";1;0,473782395346158;1,00835147150463
-70,60351343;-35,54075029;-36,577;171;27,14417143;23,99;12,19;13,9;30,2;4,4;"tile_5_13";1;0,478990150997769;0,664966691405586
-56,438042;-13,8443148;-19,389;172;42,18944;24,48;0;0;0;0;"tile_5_14";1;0,42406678899957;1,45125282552677
-55,96503665;-19,88684691;-22,317;173;17,86844792;23,41;0;0;0;0;"tile_6_13";1;0,529862189209112;0,311048338555209
-59,82400495;-17,01670434;-22,966;174;11,10697634;7,91;0;0;0;0;"tile_5_13";1;0,536559679512974;0,0411221764514822
-104,7196933;23,91754875;-16,376;175;21,20873906;24,56;17,21;14,9;27,7;4,7;"tile_3_15";1;0,512226323279706;0,444436618465287
-98,54314952;21,17504095;-15,56;176;33,0192;27,27;14,07;10,5;22;4,1;"tile_3_15";1;0,463275001218599;1,08180000429411
-62,58778863;-6,970781943;-17,408;177;7,821116678;2,11;0;0;0;0;"tile_5_14";1;0,613070641671742;0,00621470310389836
-85,66470143;7,923578571;-16,847;178;11,43457143;9,57;0;0;0;0;"tile_4_15";1;0,538429971100793;0,0529140287747148
-69,00000942;-29,71273377;-32,56;179;27,01455072;24,67;0;0;0;0;"tile_5_13";1;0,4816555450035;0,681068969447021
-70,03175821;-46,1783425;-42,349;180;25,16092857;25,27;20,42;15,6;36,5;4,7;"tile_5_12";1;0,492486325149365;0,618789062797349
-61,45552058;-34,70582604;-34,439;181;6,432681055;1,65;0;0;0;0;"tile_5_13";1;0,739625834241012;0,00396615730604007
-61,14410016;-34,35142361;-34,024;182;35,0386506;29,1;19,45;20,7;36,8;5,3;"tile_5_13";1;0,46051063888902;1,29216294572495
-66,30541782;9,021189596;-8,436;183;26,44397188;25,14;23,74;29;65,5;6,7;"tile_5_15";1;0,485750201377756;0,670689515579546
-52,83390875;-17,15687313;-19,48;184;38,34798784;28,17;14,37;22,3;38,4;5,6;"tile_6_13";1;0,44714411219445;1,45482048236887
-69,764836;-48,55551143;-44,126;185;33,586;28,16;18,81;17,6;34,8;5,2;"tile_5_12";1;0,463440028199014;1,15619913744733
-54,31864818;-20,00740876;-21,974;186;27,78435036;28,77;22,97;10,2;25,3;3,9;"tile_6_13";1;0,488428491756452;0,851983583777295
-51,80415351;-34,5609727;-30,506;187;27,12113514;27,53;15,58;12,5;28,9;4,4;"tile_6_13";1;0,488634669863398;0,777134333300591
-57,70971857;-21,61111667;-24,393;188;31,05742857;28,64;20,84;17,3;33,9;4,9;"tile_5_13";1;0,47431237328274;1,02910180335418
-96,42442856;20,51125473;-14,633;189;14,7242153;16,47;9,82;6,6;14,2;3;"tile_3_15";1;0,532727889225699;0,14940090639103
-96,57086533;26,37211733;-12,123;190;45,26053333;28,83;26,28;30,6;40,6;6,5;"tile_3_16";1;0,428962373973216;1,98972500711312
-51,29184086;-14,45921857;-18,001;191;31,64137143;27,6;15,7;12,1;18;4,3;"tile_6_14";1;0,469465042033808;1,0188560293656
-50,48567415;-20,65271591;-20,784;192;22,612409;20,87;17,32;13;31,6;4,2;"tile_6_13";1;0,492904397620948;0,413112834318109
-47,886654;-21,247865;-20,385;193;23,4018;23,2;16,05;13;28,5;4,4;"tile_6_13";1;0,496004212726937;0,494950489562225
-96,35662576;18,22679837;-15,822;194;31,24971879;27,15;18,05;18,1;36,2;5,1;"tile_3_15";1;0,469874144621704;0,978438403979894
-47,36575929;-18,6991375;-18,66;195;19,48628571;16,9;0;0;0;0;"tile_6_13";1;0,497181573362468;0,250581925572809
-105,207301;20,63601556;-17,516;196;26,84143562;25,24;10,69;14,3;23,1;4,6;"tile_3_15";1;0,484107356252803;0,691404807320848
-101,0953609;21,13300944;-16,455;197;31,43522981;25,71;15,21;19,6;40;5,4;"tile_3_15";1;0,465165099471039;0,928180329162531
-92,0367733;17,53065948;-14,967;198;37,77256652;25,75;15,3;18,5;31;5,1;"tile_4_15";1;0,442076589727067;1,27560913730715
-100,4245222;17,06658239;-17,898;199;26,18438806;29,3;15,65;13,3;24;4,5;"tile_3_15";1;0,496853820373702;0,783918642617156
-84,36578394;15,92945733;-13,216;200;7,770741652;4,54;0;0;0;0;"tile_4_15";1;0,583376197400727;0,0125608601588419
-109,1052409;19,98406893;-19,027;201;30,54413333;25,53;18,63;20,8;51,9;5,4;"tile_3_15";1;0,46831948352444;0,876069449835022
